ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,SJW,SJL,UBW,UBL
31,Paris,French Open,31/05/09,Grand Slam,Outdoor,Clay,4th Round,5,Murray A.,Cilic M.,3,13,9020,2670,7,5,7,6,6,1,,,,,3,0,Completed,1.33,3.25,1.4,3.1,1.36,3,1.364,3,1.34,3.15
31,Paris,French Open,31/05/09,Grand Slam,Outdoor,Clay,4th Round,5,Soderling R.,Nadal R.,25,1,1775,14960,6,2,6,7,6,4,7,6,,,3,1,Completed,15,1.01,16,1.01,17,1.01,19,1.01,18,1.02
31,Paris,French Open,31/05/09,Grand Slam,Outdoor,Clay,4th Round,5,Davydenko N.,Verdasco F.,11,8,2945,3830,6,2,6,2,6,4,,,,,3,0,Completed,2.62,1.44,2.6,1.5,2.375,1.533,2.75,1.44,2.6,1.47
31,Paris,French Open,01/06/09,Grand Slam,Outdoor,Clay,4th Round,5,Federer R.,Haas T.,2,63,10470,1015,6,7,5,7,6,4,6,0,6,2,3,2,Completed,1.04,10,1.05,9.5,1.063,8,1.05,9,1.05,10
31,Paris,French Open,01/06/09,Grand Slam,Outdoor,Clay,4th Round,5,Robredo T.,Kohlschreiber P.,17,31,2370,1590,6,4,5,7,7,6,6,2,,,3,1,Completed,1.66,2.1,1.85,1.95,1.833,1.833,1.9,1.9,1.88,1.88
31,Paris,French Open,01/06/09,Grand Slam,Outdoor,Clay,4th Round,5,Del Potro J.M.,Tsonga J.W.,5,9,4830,3330,6,1,6,7,6,1,6,4,,,3,1,Completed,1.4,2.75,1.5,2.5,1.5,2.5,1.5,2.625,1.48,2.6
31,Paris,French Open,01/06/09,Grand Slam,Outdoor,Clay,4th Round,5,Monfils G.,Roddick A.,10,6,3150,4220,6,4,6,2,6,3,,,,,3,0,Completed,1.66,2.1,1.7,2.18,,,1.667,2.2,1.66,2.2
31,Paris,French Open,02/06/09,Grand Slam,Outdoor,Clay,Quarterfinals,5,Soderling R.,Davydenko N.,25,11,1775,2945,6,1,6,3,6,1,,,,,3,0,Completed,2.75,1.44,2.62,1.5,2.625,1.444,2.75,1.444,2.66,1.46
31,Paris,French Open,02/06/09,Grand Slam,Outdoor,Clay,Quarterfinals,5,Gonzalez F.,Murray A.,12,3,2945,9020,6,3,3,6,6,0,6,4,,,3,1,Completed,2.37,1.57,2.3,1.65,2.25,1.571,2.25,1.62,2.3,1.6
31,Paris,French Open,03/06/09,Grand Slam,Outdoor,Clay,Quarterfinals,5,Federer R.,Monfils G.,2,10,10470,3150,7,6,6,2,6,4,,,,,3,0,Completed,1.28,3.75,1.32,3.4,1.25,3.75,1.25,3.75,1.29,3.5
31,Paris,French Open,03/06/09,Grand Slam,Outdoor,Clay,Quarterfinals,5,Del Potro J.M.,Robredo T.,5,17,4830,2370,6,3,6,4,6,2,,,,,3,0,Completed,1.2,4.5,1.22,4.33,1.2,4.333,1.2,4.5,1.19,4.6
31,Paris,French Open,05/06/09,Grand Slam,Outdoor,Clay,Semifinals,5,Soderling R.,Gonzalez F.,25,12,1775,2945,6,3,7,5,5,7,4,6,6,4,3,2,Completed,2.1,1.72,2.1,1.75,2.1,1.66,2.1,1.727,2.08,1.76
31,Paris,French Open,05/06/09,Grand Slam,Outdoor,Clay,Semifinals,5,Federer R.,Del Potro J.M.,2,5,10470,4830,3,6,7,6,2,6,6,1,6,4,3,2,Completed,1.22,4.33,1.27,3.76,1.25,3.75,1.2,4.33,1.27,3.75
31,Paris,French Open,07/06/09,Grand Slam,Outdoor,Clay,The Final,5,Federer R.,Soderling R.,2,25,10470,1775,6,1,7,6,6,4,,,,,3,0,Completed,1.25,4,1.26,4.25,1.222,4,1.25,4,1.26,4
