ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
32,Paris,French Open,02/06/2019,Grand Slam,Outdoor,Clay,4th Round,5,Wawrinka S.,Tsitsipas S.,28,6,1365,4080,7,6,5,7,6,4,3,6,8,6,3,2,Completed,2.1,1.72,2.2,1.77,2.2,1.8,2.1,1.75
32,Paris,French Open,02/06/2019,Grand Slam,Outdoor,Clay,4th Round,5,Nadal R.,Londero J.I.,2,78,7945,695,6,2,6,3,6,3,,,,,3,0,Completed,1.005,34,1.01,36.83,1.02,39,1.01,24.13
32,Paris,French Open,03/06/2019,Grand Slam,Outdoor,Clay,4th Round,5,Nishikori K.,Paire B.,7,38,3860,1168,6,2,6,7,6,2,6,7,7,5,3,2,Completed,1.44,2.75,1.45,3.05,1.5,3.05,1.46,2.72
32,Paris,French Open,03/06/2019,Grand Slam,Outdoor,Clay,4th Round,5,Djokovic N.,Struff J.L.,1,45,12355,1035,6,3,6,2,6,2,,,,,3,0,Completed,1.04,13,1.05,15.42,1.05,17.5,1.03,13.25
32,Paris,French Open,03/06/2019,Grand Slam,Outdoor,Clay,4th Round,5,Thiem D.,Monfils G.,4,17,4685,1965,6,4,6,4,6,2,,,,,3,0,Completed,1.36,3.2,1.4,3.3,1.4,3.38,1.36,3.16
32,Paris,French Open,03/06/2019,Grand Slam,Outdoor,Clay,4th Round,5,Zverev A.,Fognini F.,5,12,4360,2785,3,6,6,2,6,2,7,6,,,3,1,Completed,2.1,1.72,2.06,1.87,2.12,1.87,2.04,1.79
32,Paris,French Open,03/06/2019,Grand Slam,Outdoor,Clay,4th Round,5,Khachanov K.,Del Potro J.M.,11,9,2800,3235,7,5,6,3,3,6,6,3,,,3,1,Completed,2.75,1.44,3.03,1.45,3.03,1.52,2.79,1.45
32,Paris,French Open,04/06/2019,Grand Slam,Outdoor,Clay,Quarterfinals,5,Federer R.,Wawrinka S.,3,28,5950,1365,7,6,4,6,7,6,6,4,,,3,1,Completed,1.36,3.2,1.42,3.19,1.48,3.32,1.38,3.08
32,Paris,French Open,04/06/2019,Grand Slam,Outdoor,Clay,Quarterfinals,5,Nadal R.,Nishikori K.,2,7,7945,3860,6,1,6,1,6,3,,,,,3,0,Completed,1.02,19,1.04,18.38,1.04,25,1.03,15.7
32,Paris,French Open,06/06/2019,Grand Slam,Outdoor,Clay,Quarterfinals,5,Djokovic N.,Zverev A.,1,5,12355,4360,7,5,6,2,6,2,,,,,3,0,Completed,1.1,7,1.13,7.31,1.15,7.45,1.12,6.6
32,Paris,French Open,06/06/2019,Grand Slam,Outdoor,Clay,Quarterfinals,5,Thiem D.,Khachanov K.,4,11,4685,2800,6,2,6,4,6,2,,,,,3,0,Completed,1.28,3.75,1.31,3.93,1.45,4,1.29,3.7
32,Paris,French Open,07/06/2019,Grand Slam,Outdoor,Clay,Semifinals,5,Nadal R.,Federer R.,2,3,7945,5950,6,3,6,4,6,2,,,,,3,0,Completed,1.12,6,1.15,6.69,1.17,7,1.14,6.13
32,Paris,French Open,08/06/2019,Grand Slam,Outdoor,Clay,Semifinals,5,Thiem D.,Djokovic N.,4,1,4685,12355,6,2,3,6,7,5,5,7,7,5,3,2,Completed,2.75,1.44,3.04,1.45,3.04,1.55,2.79,1.46
32,Paris,French Open,09/06/2019,Grand Slam,Outdoor,Clay,The Final,5,Nadal R.,Thiem D.,2,4,7945,4685,6,3,5,7,6,1,6,1,,,3,1,Completed,1.2,4.75,1.22,5.08,1.3,5.08,1.21,4.66
