ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL
6,Melbourne,Australian Open,22/01/06,Grand Slam,Outdoor,Hard,4th Round,5,Baghdatis M.,Roddick A.,54,3,684,3085,6,4,1,6,6,3,6,4,,,3,1,Completed,5,1.14,6,1.13,5.5,1.13,6.1,1.179,4.8,1.17
6,Melbourne,Australian Open,22/01/06,Grand Slam,Outdoor,Hard,4th Round,5,Nalbandian D.,Robredo T.,4,19,2370,1490,6,3,6,0,2,6,6,2,,,3,1,Completed,1.36,3,1.37,3.1,1.42,2.75,1.45,3.02,1.45,2.7
6,Melbourne,Australian Open,22/01/06,Grand Slam,Outdoor,Hard,4th Round,5,Santoro F.,Ferrer D.,65,14,580,1635,6,4,7,5,7,5,,,,,3,0,Completed,3,1.36,2.95,1.4,3.22,1.32,3.15,1.426,3.03,1.36
6,Melbourne,Australian Open,22/01/06,Grand Slam,Outdoor,Hard,4th Round,5,Ljubicic I.,Johansson T.,8,13,2180,1645,6,2,6,4,6,4,,,,,3,0,Completed,1.44,2.62,1.48,2.65,1.55,2.35,1.524,2.77,1.55,2.45
6,Melbourne,Australian Open,23/01/06,Grand Slam,Outdoor,Hard,4th Round,5,Kiefer N.,Chela J.I.,25,51,1215,695,7,6,6,3,6,3,,,,,3,0,Completed,1.61,2.2,1.62,2.3,1.55,2.35,1.676,2.38,1.6,2.25
6,Melbourne,Australian Open,23/01/06,Grand Slam,Outdoor,Hard,4th Round,5,Davydenko N.,Hrbaty D.,5,15,2355,1540,4,6,4,6,6,4,6,2,6,3,3,2,Completed,1.44,2.62,1.45,2.75,1.5,2.45,1.481,2.88,1.44,2.7
6,Melbourne,Australian Open,23/01/06,Grand Slam,Outdoor,Hard,4th Round,5,Grosjean S.,Mathieu P.H.,28,48,1080,713,7,5,6,2,6,2,,,,,3,0,Completed,1.44,2.62,1.5,2.6,1.5,2.45,1.556,2.7,1.5,2.5
6,Melbourne,Australian Open,23/01/06,Grand Slam,Outdoor,Hard,4th Round,5,Federer R.,Haas T.,1,41,6725,825,6,4,6,0,3,6,4,6,6,2,3,2,Completed,1.04,9,1.06,9,1.09,9.8,1.093,9.75,1.1,7.5
6,Melbourne,Australian Open,24/01/06,Grand Slam,Outdoor,Hard,Quarterfinals,5,Nalbandian D.,Santoro F.,4,65,2370,580,7,5,6,0,6,0,,,,,3,0,Completed,1.16,5,1.17,5,1.17,4.67,1.216,5.23,1.18,4.6
6,Melbourne,Australian Open,24/01/06,Grand Slam,Outdoor,Hard,Quarterfinals,5,Baghdatis M.,Ljubicic I.,54,8,684,2180,6,4,6,2,4,6,3,6,6,3,3,2,Completed,3,1.39,2.95,1.4,3.07,1.38,3.18,1.42,3,1.36
6,Melbourne,Australian Open,25/01/06,Grand Slam,Outdoor,Hard,Quarterfinals,5,Kiefer N.,Grosjean S.,25,28,1215,1080,6,3,0,6,6,4,6,7,8,6,3,2,Completed,1.8,2,1.81,2,1.75,2,1.826,2.11,1.9,1.9
6,Melbourne,Australian Open,25/01/06,Grand Slam,Outdoor,Hard,Quarterfinals,5,Federer R.,Davydenko N.,1,5,6725,2355,6,4,3,6,7,6,7,6,,,3,1,Completed,1.03,12,1.03,12,1.05,14.01,1.045,18,1.03,14
6,Melbourne,Australian Open,26/01/06,Grand Slam,Outdoor,Hard,Semifinals,5,Baghdatis M.,Nalbandian D.,54,4,684,2370,3,6,5,7,6,3,6,4,6,4,3,2,Completed,3,1.39,2.85,1.42,3.1,1.35,3.05,1.444,2.95,1.38
6,Melbourne,Australian Open,27/01/06,Grand Slam,Outdoor,Hard,Semifinals,5,Federer R.,Kiefer N.,1,25,6725,1215,6,3,5,7,6,0,6,2,,,3,1,Completed,1.05,10,1.08,8,1.08,9.71,1.073,12.25,1.07,8.5
6,Melbourne,Australian Open,29/01/06,Grand Slam,Outdoor,Hard,The Final,5,Federer R.,Baghdatis M.,1,54,6725,684,5,7,7,5,6,0,6,2,,,3,1,Completed,1.11,6.5,1.13,6,1.13,6.93,1.154,6.9,1.14,6.5
