ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
6,Melbourne,Australian Open,20/01/2019,Grand Slam,Outdoor,Hard,4th Round,5,Tsitsipas S.,Federer R.,15,3,2095,6420,6,7,7,6,7,5,7,6,,,3,1,Completed,5.5,1.14,5.67,1.19,6,1.19,5.42,1.16
6,Melbourne,Australian Open,21/01/2019,Grand Slam,Outdoor,Hard,4th Round,5,Raonic M.,Zverev A.,17,4,1900,6385,6,1,6,1,7,6,,,,,3,0,Completed,2.2,1.66,2.19,1.78,2.4,1.8,2.13,1.74
6,Melbourne,Australian Open,21/01/2019,Grand Slam,Outdoor,Hard,4th Round,5,Pouille L.,Coric B.,31,12,1245,2435,6,7,6,4,7,5,7,6,,,3,1,Completed,4,1.25,4.05,1.29,4.33,1.35,3.83,1.27
6,Melbourne,Australian Open,21/01/2019,Grand Slam,Outdoor,Hard,4th Round,5,Nishikori K.,Carreno Busta P.,9,23,3750,1705,6,7,4,6,7,6,6,4,7,6,3,2,Completed,1.2,4.5,1.22,5.01,1.23,5.05,1.21,4.62
6,Melbourne,Australian Open,21/01/2019,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Medvedev D.,1,19,9135,1865,6,4,6,7,6,2,6,3,,,3,1,Completed,1.11,6.5,1.15,6.79,1.15,7,1.13,6.4
6,Melbourne,Australian Open,22/01/2019,Grand Slam,Outdoor,Hard,Quarterfinals,5,Tsitsipas S.,Bautista Agut R.,15,24,2095,1605,7,5,4,6,6,4,7,6,,,3,1,Completed,2,1.8,2.06,1.87,2.1,2,1.98,1.86
6,Melbourne,Australian Open,22/01/2019,Grand Slam,Outdoor,Hard,Quarterfinals,5,Nadal R.,Tiafoe F.,2,39,7480,1080,6,3,6,4,6,2,,,,,3,0,Completed,1.04,13,1.06,12.68,1.06,15,1.05,11.47
6,Melbourne,Australian Open,23/01/2019,Grand Slam,Outdoor,Hard,Quarterfinals,5,Pouille L.,Raonic M.,31,17,1245,1900,7,6,6,3,6,7,6,4,,,3,1,Completed,5.5,1.14,6.46,1.16,6.46,1.2,5.54,1.16
6,Melbourne,Australian Open,23/01/2019,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Nishikori K.,1,9,9135,3750,6,1,4,1,,,,,,,1,0,Retired,1.08,8,1.12,7.75,1.12,9,1.1,7.62
6,Melbourne,Australian Open,24/01/2019,Grand Slam,Outdoor,Hard,Semifinals,5,Nadal R.,Tsitsipas S.,2,15,7480,2095,6,2,6,4,6,0,,,,,3,0,Completed,1.16,5,1.21,5.14,1.22,5.8,1.18,5.19
6,Melbourne,Australian Open,25/01/2019,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,Pouille L.,1,31,9135,1245,6,0,6,2,6,2,,,,,3,0,Completed,1.05,11,1.07,11.6,1.1,13.05,1.06,10.45
6,Melbourne,Australian Open,27/01/2019,Grand Slam,Outdoor,Hard,The Final,5,Djokovic N.,Nadal R.,1,2,9135,7480,6,3,6,2,6,3,,,,,3,0,Completed,1.74,2.15,1.77,2.2,1.84,2.3,1.75,2.15
