ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,SJW,SJL,UBW,UBL
49,New York,US Open,07/09/09,Grand Slam,Outdoor,Hard,4th Round,5,Soderling R.,Davydenko N.,12,8,2665,3655,7,5,3,6,6,2,,,,,2,1,Retired,1.57,2.25,1.55,2.45,1.57,2.25,1.62,2.25,1.6,2.28
49,New York,US Open,07/09/09,Grand Slam,Outdoor,Hard,4th Round,5,Federer R.,Robredo T.,1,15,12040,2165,7,5,6,2,6,2,,,,,3,0,Completed,1.01,15,1.03,10.5,1.015,13,1.02,13,1.03,12
49,New York,US Open,07/09/09,Grand Slam,Outdoor,Hard,4th Round,5,Verdasco F.,Isner J.,10,55,3220,914,4,6,6,4,6,4,6,4,,,3,1,Completed,1.38,2.87,1.45,2.6,1.4,2.75,1.4,2.88,1.42,2.76
49,New York,US Open,08/09/09,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Stepanek R.,4,16,7660,2000,6,1,6,3,6,3,,,,,3,0,Completed,1.16,4.5,1.28,3.46,1.22,4,1.29,3.5,1.25,3.8
49,New York,US Open,08/09/09,Grand Slam,Outdoor,Hard,4th Round,5,Del Potro J.M.,Ferrero J.C.,6,25,5325,1490,6,3,6,3,6,3,,,,,3,0,Completed,1.08,7,1.1,6.25,1.1,6.5,1.13,6,1.12,6
49,New York,US Open,08/09/09,Grand Slam,Outdoor,Hard,4th Round,5,Cilic M.,Murray A.,17,2,1985,9610,7,5,6,2,6,2,,,,,3,0,Completed,8,1.06,7.79,1.06,7.5,1.07,8,1.07,9,1.06
49,New York,US Open,08/09/09,Grand Slam,Outdoor,Hard,4th Round,5,Gonzalez F.,Tsonga J.W.,11,7,2825,3920,3,6,6,3,7,6,6,4,,,3,1,Completed,2.2,1.61,2.15,1.65,2.2,1.61,2.25,1.62,2.14,1.68
49,New York,US Open,09/09/09,Grand Slam,Outdoor,Hard,4th Round,5,Nadal R.,Monfils G.,3,13,9025,2475,6,7,6,3,6,1,6,3,,,3,1,Completed,1.44,2.62,1.5,2.45,1.5,2.5,1.53,2.5,1.5,2.56
49,New York,US Open,09/09/09,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Verdasco F.,4,10,7660,3220,7,6,1,6,7,5,6,2,,,3,1,Completed,1.33,3.4,1.38,2.91,1.4,2.75,1.4,2.88,1.35,3.1
49,New York,US Open,10/09/09,Grand Slam,Outdoor,Hard,Quarterfinals,5,Federer R.,Soderling R.,1,12,12040,2665,6,0,6,3,6,7,7,6,,,3,1,Completed,1.06,9,1.06,7.79,1.03,10,1.05,9,1.07,8.5
49,New York,US Open,10/09/09,Grand Slam,Outdoor,Hard,Quarterfinals,5,Del Potro J.M.,Cilic M.,6,17,5325,1985,4,6,6,3,6,2,6,1,,,3,1,Completed,1.25,4,1.21,4.06,1.22,4,1.25,3.75,1.25,3.8
49,New York,US Open,12/09/09,Grand Slam,Outdoor,Hard,Quarterfinals,5,Nadal R.,Gonzalez F.,3,11,9025,2825,7,6,7,6,6,0,,,,,3,0,Completed,1.28,3.75,1.3,3.35,1.3,3.5,1.33,3.25,1.33,3.2
49,New York,US Open,13/09/09,Grand Slam,Outdoor,Hard,Semifinals,5,Del Potro J.M.,Nadal R.,6,3,5325,9025,6,2,6,2,6,2,,,,,3,0,Completed,2.2,1.66,2.05,1.75,2.2,1.615,2.2,1.67,2.15,1.7
49,New York,US Open,13/09/09,Grand Slam,Outdoor,Hard,Semifinals,5,Federer R.,Djokovic N.,1,4,12040,7660,7,6,7,5,7,5,,,,,3,0,Completed,1.22,4.33,1.23,4.1,1.2,4.333,1.22,4,1.22,4.2
49,New York,US Open,14/09/09,Grand Slam,Outdoor,Hard,The Final,5,Del Potro J.M.,Federer R.,6,1,5325,12040,3,6,7,6,4,6,7,6,6,2,3,2,Completed,3.75,1.28,3.46,1.28,3.75,1.25,3.5,1.286,3.6,1.29
