ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,UBW,UBL
37,London,Wimbledon,28/06/08,Grand Slam,Outdoor,Grass,3rd Round,5,Youzhny M.,Stepanek R.,17,15,1305,1360,7,5,6,7,6,4,6,7,6,3,3,2,Completed,2.37,1.53,2.38,1.59,2.1,1.667,2.53,1.613,2.26,1.61
37,London,Wimbledon,28/06/08,Grand Slam,Outdoor,Grass,3rd Round,5,Cilic M.,Mathieu P.H.,55,16,705,1345,6,7,6,3,6,4,7,6,,,3,1,Completed,2.1,1.66,2.1,1.75,2,1.727,2.31,1.709,2.07,1.72
37,London,Wimbledon,28/06/08,Grand Slam,Outdoor,Grass,3rd Round,3,Nadal R.,Kiefer N.,2,32,5755,970,7,6,6,2,6,3,,,,,3,0,Completed,1.06,8,1.09,7.33,1.083,7,1.098,9.25,1.08,7.5
37,London,Wimbledon,30/06/08,Grand Slam,Outdoor,Grass,4th Round,5,Ancic M.,Verdasco F.,43,18,845,1300,3,6,4,6,6,3,6,4,7,6,3,2,Completed,1.44,2.62,1.5,2.55,1.444,2.625,1.481,2.88,1.56,2.36
37,London,Wimbledon,30/06/08,Grand Slam,Outdoor,Grass,4th Round,5,Federer R.,Hewitt L.,1,27,6900,1050,7,6,6,2,6,4,,,,,3,0,Completed,1.01,13,1.05,10.5,1.03,10,1.061,14,1.03,12
37,London,Wimbledon,30/06/08,Grand Slam,Outdoor,Grass,4th Round,5,Lopez F.,Baghdatis M.,35,25,950,1090,5,7,6,2,3,6,7,6,7,6,3,2,Completed,3,1.36,3,1.4,2.75,1.4,3.14,1.427,3,1.37
37,London,Wimbledon,30/06/08,Grand Slam,Outdoor,Grass,4th Round,5,Schuettler R.,Tipsarevic J.,94,40,472,858,6,4,3,6,6,4,7,6,,,3,1,Completed,4.5,1.16,4.35,1.2,4,1.222,5.15,1.22,4.35,1.2
37,London,Wimbledon,30/06/08,Grand Slam,Outdoor,Grass,4th Round,5,Nadal R.,Youzhny M.,2,17,5755,1305,6,3,6,3,6,1,,,,,3,0,Completed,1.07,7.5,1.1,6.75,1.071,7.5,1.119,8.6,1.14,5.5
37,London,Wimbledon,30/06/08,Grand Slam,Outdoor,Grass,4th Round,5,Murray A.,Gasquet R.,11,10,1555,1610,5,7,3,6,7,6,6,2,6,4,3,2,Completed,1.61,2.2,1.65,2.25,1.667,2.1,1.69,2.35,1.72,2.07
37,London,Wimbledon,30/06/08,Grand Slam,Outdoor,Grass,4th Round,5,Clement A.,Cilic M.,145,55,317,705,6,3,7,5,6,2,,,,,3,0,Completed,3,1.36,2.65,1.49,2.75,1.4,2.9,1.476,2.75,1.43
37,London,Wimbledon,30/06/08,Grand Slam,Outdoor,Grass,4th Round,5,Safin M.,Wawrinka S.,75,9,530,1615,6,4,6,3,5,7,6,1,,,3,1,Completed,2,1.72,1.9,1.9,2,1.727,2.07,1.855,1.96,1.8
37,London,Wimbledon,02/07/08,Grand Slam,Outdoor,Grass,Quarterfinals,5,Federer R.,Ancic M.,1,43,6900,845,6,1,7,5,6,4,,,,,3,0,Completed,1.05,11,1.04,12,1.04,9,1.064,13.65,1.04,12
37,London,Wimbledon,02/07/08,Grand Slam,Outdoor,Grass,Quarterfinals,5,Safin M.,Lopez F.,75,35,530,950,3,6,7,5,7,6,6,3,,,3,1,Completed,1.57,2.37,1.62,2.3,1.615,2.2,1.633,2.48,1.64,2.2
37,London,Wimbledon,02/07/08,Grand Slam,Outdoor,Grass,Quarterfinals,5,Nadal R.,Murray A.,2,11,5755,1555,6,3,6,2,6,4,,,,,3,0,Completed,1.16,5,1.19,4.76,1.143,5,1.195,5.62,1.17,4.8
37,London,Wimbledon,03/07/08,Grand Slam,Outdoor,Grass,Quarterfinals,5,Schuettler R.,Clement A.,94,145,472,317,6,3,5,7,7,6,6,7,7,6,3,2,Completed,2,1.8,1.94,1.87,2,1.727,1.962,1.943,1.88,1.88
37,London,Wimbledon,04/07/08,Grand Slam,Outdoor,Grass,Semifinals,5,Federer R.,Safin M.,1,75,6900,530,6,3,7,6,6,4,,,,,3,0,Completed,1.05,10,1.07,8.66,1.04,9,1.05,15.2,1.06,9.5
37,London,Wimbledon,04/07/08,Grand Slam,Outdoor,Grass,Semifinals,5,Nadal R.,Schuettler R.,2,94,5755,472,6,1,7,6,6,4,,,,,3,0,Completed,1.005,29,1.01,13.5,1.01,15,1.04,16.2,1.01,25
37,London,Wimbledon,06/07/08,Grand Slam,Outdoor,Grass,The Final,5,Nadal R.,Federer R.,2,1,5755,6900,6,4,6,4,6,7,6,7,9,7,3,2,Completed,2.2,1.66,2.26,1.7,2.1,1.667,2.17,1.787,2.26,1.64
