ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
36,London,Wimbledon,23/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Murray A.,Stepanek R.,312,13,6,4,6,4,6,4,,,,,3,0,Completed,3.25,1.33,3.55,1.28,3.46,1.28,2.9,1.3,3.7,1.333
36,London,Wimbledon,23/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Nalbandian D.,Kucera K.,19,157,6,2,6,4,6,3,,,,,3,0,Completed,1.14,5,1.17,5,1.15,5.2,1.2,3.6,1.23,4.92
36,London,Wimbledon,24/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Roddick A.,Bracciali D.,4,120,7,5,6,3,6,7,4,6,6,3,3,2,Completed,1.02,12,1.03,12,1.04,9.25,1.05,6,1.05,17.46
36,London,Wimbledon,24/06/05,Grand Slam,Outdoor,Grass,3rd Round,5,Lopez F.,Safin M.,33,5,6,4,7,6,6,3,,,,,3,0,Completed,5,1.14,4.25,1.22,4.06,1.21,3.2,1.25,4.7,1.24
36,London,Wimbledon,24/06/05,Grand Slam,Outdoor,Grass,3rd Round,5,Hewitt L.,Gimelstob J.,2,123,7,6,6,4,7,5,,,,,3,0,Completed,1.02,12,1.02,14,1.04,9.25,1.03,7,1.05,16
36,London,Wimbledon,24/06/05,Grand Slam,Outdoor,Grass,3rd Round,5,Dent T.,Berdych T.,30,49,6,3,7,6,6,3,,,,,3,0,Completed,1.39,2.75,1.53,2.5,1.56,2.34,1.45,2.35,1.6,2.58
36,London,Wimbledon,24/06/05,Grand Slam,Outdoor,Grass,3rd Round,5,Gonzalez F.,Johansson J.,24,10,6,4,6,4,6,2,,,,,3,0,Completed,3,1.36,2.85,1.42,2.93,1.41,2.5,1.4,2.96,1.46
36,London,Wimbledon,24/06/05,Grand Slam,Outdoor,Grass,3rd Round,5,Ancic M.,Monfils G.,17,83,6,3,6,3,6,1,,,,,3,0,Completed,1.14,5,1.17,5,1.2,4.25,1.15,4,1.21,5.3
36,London,Wimbledon,25/06/05,Grand Slam,Outdoor,Grass,3rd Round,5,Federer R.,Kiefer N.,1,26,6,2,6,7,6,1,7,5,,,3,1,Completed,1.01,13,1.03,12,1.05,7.75,1.02,8,1.04,20.97
36,London,Wimbledon,25/06/05,Grand Slam,Outdoor,Grass,3rd Round,5,Ferrero J.C.,Mayer F.,31,57,3,6,6,2,6,1,6,1,,,3,1,Completed,1.66,2.1,1.81,2,1.75,2,1.65,1.95,1.82,2.12
36,London,Wimbledon,25/06/05,Grand Slam,Outdoor,Grass,3rd Round,5,Mirnyi M.,Novak J.,36,28,5,7,7,5,6,4,7,6,,,3,1,Completed,1.36,3,1.35,3.2,1.4,2.85,1.4,2.5,1.38,3.43
36,London,Wimbledon,25/06/05,Grand Slam,Outdoor,Grass,3rd Round,5,Tursunov D.,Popp A.,152,134,5,7,7,6,6,2,6,2,,,3,1,Completed,2.1,1.66,2.2,1.67,2.35,1.55,2.2,1.5,2.42,1.66
