ATP,Tournament,Tournament_Int,Date,Series,Series_Int,Court,Court_Int,Surface,Surface_Int,Round,Round_Int,Best_of,Winner,Winner_Int,Player1,Player1_Int,Player2,Player2_Int,Player1_Rank,Player2_Rank,Player1_Odds,Player2_Odds,Player1_Implied_Prob,Player2_Implied_Prob
36,GerryWeberOpen,1.1527,42534,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,GoffinD.,6.2789,GoffinD.,6.2789,CoricB.,6.6628,11,49,1.2,4.37,0.8333,0.2288
36,GerryWeberOpen,1.1527,42534,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,BeckerB.,6.9841,GulbisE.,6.3816,BeckerB.,6.9841,58,114,1.86,1.91,0.5376,0.5236
36,GerryWeberOpen,1.1527,42534,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,SeppiA.,6.5043,SeppiA.,6.5043,FerrerD.,6.3881,40,14,3.27,1.32,0.3058,0.7576
36,GerryWeberOpen,1.1527,42535,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,MayerF.,6.3664,BakerB.,6.2957,MayerF.,6.3664,594,192,4.69,1.18,0.2132,0.8475
36,GerryWeberOpen,1.1527,42535,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,JaziriM.,6.3526,JaziriM.,6.3526,BerankisR.,6.8112,64,55,2.38,1.56,0.4202,0.641
36,GerryWeberOpen,1.1527,42535,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,SugitaY.,6.0421,FritzT.,6.7826,SugitaY.,6.0421,63,102,1.5,2.55,0.6667,0.3922
36,GerryWeberOpen,1.1527,42535,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,ZverevA.,6.77,ZverevA.,6.77,TroickiV.,6.8786,38,24,1.72,2.1,0.5814,0.4762
36,GerryWeberOpen,1.1527,42535,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,KarlovicI.,6.975,KuznetsovAn.,6.718,KarlovicI.,6.975,43,28,2.82,1.41,0.3546,0.7092
36,GerryWeberOpen,1.1527,42535,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,BaghdatisM.,6.1131,BaghdatisM.,6.1131,BerdychT.,6.2517,42,8,3.31,1.32,0.3021,0.7576
36,GerryWeberOpen,1.1527,42535,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,BrownD.,6.8965,RamosVinolasA.,6.2112,BrownD.,6.8965,35,87,3.91,1.24,0.2558,0.8065
36,GerryWeberOpen,1.1527,42536,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,KohlschreiberP.,6.5159,KohlschreiberP.,6.5159,GranollersM.,6.6896,25,45,1.15,5.36,0.8696,0.1866
36,GerryWeberOpen,1.1527,42536,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,GabashviliT.,6.5391,LorenziP.,6.4865,GabashviliT.,6.5391,48,95,3.15,1.35,0.3175,0.7407
36,GerryWeberOpen,1.1527,42536,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,FedererR.,6.9997,FedererR.,6.9997,StruffJ.L.,6.8109,3,88,1.03,11.97,0.9709,0.0835
36,GerryWeberOpen,1.1527,42536,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,ThiemD.,6.5644,SousaJ.,6.7221,ThiemD.,6.5644,30,7,4.37,1.21,0.2288,0.8264
36,GerryWeberOpen,1.1527,42536,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,MayerF.,6.3664,MayerF.,6.3664,NishikoriK.,6.1257,192,6,4.67,1.18,0.2141,0.8475
36,GerryWeberOpen,1.1527,42536,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,SeppiA.,6.5043,SugitaY.,6.0421,SeppiA.,6.5043,102,40,3.87,1.25,0.2584,0.8
36,GerryWeberOpen,1.1527,42536,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,ZverevA.,6.77,ZverevA.,6.77,BeckerB.,6.9841,38,114,1.42,2.77,0.7042,0.361
36,GerryWeberOpen,1.1527,42536,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,BaghdatisM.,6.1131,BrownD.,6.8965,BaghdatisM.,6.1131,87,42,2.47,1.52,0.4049,0.6579
36,GerryWeberOpen,1.1527,42537,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,KohlschreiberP.,6.5159,KohlschreiberP.,6.5159,KarlovicI.,6.975,25,28,1.51,2.52,0.6623,0.3968
36,GerryWeberOpen,1.1527,42537,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,GoffinD.,6.2789,StakhovskyS.,6.0678,GoffinD.,6.2789,100,11,3.43,1.3,0.2915,0.7692
36,GerryWeberOpen,1.1527,42537,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,FedererR.,6.9997,FedererR.,6.9997,JaziriM.,6.3526,3,64,1.03,12.32,0.9709,0.0812
36,GerryWeberOpen,1.1527,42537,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,ThiemD.,6.5644,GabashviliT.,6.5391,ThiemD.,6.5644,95,7,5.4,1.14,0.1852,0.8772
36,GerryWeberOpen,1.1527,42538,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,Quarterfinals,5.6489,3,ZverevA.,6.77,ZverevA.,6.77,BaghdatisM.,6.1131,38,42,1.94,1.85,0.5155,0.5405
36,GerryWeberOpen,1.1527,42538,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,Quarterfinals,5.6489,3,FedererR.,6.9997,GoffinD.,6.2789,FedererR.,6.9997,11,3,5.42,1.14,0.1845,0.8772
36,GerryWeberOpen,1.1527,42538,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,Quarterfinals,5.6489,3,ThiemD.,6.5644,ThiemD.,6.5644,KohlschreiberP.,6.5159,7,25,1.81,1.97,0.5525,0.5076
36,GerryWeberOpen,1.1527,42538,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,Quarterfinals,5.6489,3,MayerF.,6.3664,SeppiA.,6.5043,MayerF.,6.3664,40,192,1.53,2.48,0.6536,0.4032
36,GerryWeberOpen,1.1527,42539,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,Semifinals,5.2101,3,ZverevA.,6.77,ZverevA.,6.77,FedererR.,6.9997,38,3,4.42,1.2,0.2262,0.8333
36,GerryWeberOpen,1.1527,42539,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,Semifinals,5.2101,3,MayerF.,6.3664,ThiemD.,6.5644,MayerF.,6.3664,7,192,1.2,4.39,0.8333,0.2278
36,GerryWeberOpen,1.1527,42540,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,TheFinal,5.3011,3,MayerF.,6.3664,MayerF.,6.3664,ZverevA.,6.77,192,38,2.7,1.46,0.3704,0.6849
37,AEGONChampionships,1.9114,42534,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,JohnsonS.,6.7032,GasquetR.,6.4138,JohnsonS.,6.7032,10,39,1.13,5.77,0.885,0.1733
37,AEGONChampionships,1.9114,42535,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,VerdascoF.,6.682,VerdascoF.,6.682,WawrinkaS.,6.9056,52,5,3.61,1.29,0.277,0.7752
37,AEGONChampionships,1.9114,42535,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,BautistaAgutR.,6.2761,QuerreyS.,6.4965,BautistaAgutR.,6.2761,32,16,1.93,1.85,0.5181,0.5405
37,AEGONChampionships,1.9114,42535,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,MannarinoA.,6.4245,MannarinoA.,6.4245,GarciaLopezG.,6.0349,56,53,1.51,2.49,0.6623,0.4016
37,AEGONChampionships,1.9114,42535,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,CilicM.,6.22,LopezF.,6.8842,CilicM.,6.22,21,13,2.05,1.74,0.4878,0.5747
37,AEGONChampionships,1.9114,42535,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,YoungD.,6.6068,YoungD.,6.6068,PospisilV.,6.8633,75,46,2.31,1.59,0.4329,0.6289
37,AEGONChampionships,1.9114,42535,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,MurrayA.,6.2537,MahutN.,6.9297,MurrayA.,6.2537,61,2,6.62,1.1,0.1511,0.9091
37,AEGONChampionships,1.9114,42535,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,TomicB.,6.5792,TomicB.,6.5792,AndersonK.,6.8322,22,20,2.09,1.71,0.4785,0.5848
37,AEGONChampionships,1.9114,42535,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,VeselyJ.,6.1474,ChardyJ.,6.2796,VeselyJ.,6.1474,33,68,1.63,2.23,0.6135,0.4484
37,AEGONChampionships,1.9114,42535,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,TipsarevicJ.,6.5461,TipsarevicJ.,6.5461,DimitrovG.,6.5157,553,37,4.05,1.23,0.2469,0.813
37,AEGONChampionships,1.9114,42535,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,BedeneA.,6.265,PaireB.,6.3788,BedeneA.,6.265,23,57,2.15,1.69,0.4651,0.5917
37,AEGONChampionships,1.9114,42535,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,MullerG.,6.6176,MullerG.,6.6176,WardJ.,6.5148,41,178,1.22,4.09,0.8197,0.2445
37,AEGONChampionships,1.9114,42536,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,EdmundK.,6.8384,SimonG.,6.6845,EdmundK.,6.8384,18,85,1.21,4.24,0.8264,0.2358
37,AEGONChampionships,1.9114,42536,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,MathieuP.H.,6.4052,MathieuP.H.,6.4052,EvansD.,6.7083,60,92,1.54,2.42,0.6494,0.4132
37,AEGONChampionships,1.9114,42536,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,RaonicM.,6.0616,KyrgiosN.,6.7052,RaonicM.,6.0616,19,9,1.74,2.05,0.5747,0.4878
37,AEGONChampionships,1.9114,42536,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,IsnerJ.,6.2262,IsnerJ.,6.2262,DelPotroJ.M.,6.031,17,166,2.23,1.63,0.4484,0.6135
37,AEGONChampionships,1.9114,42536,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,JohnsonS.,6.7032,MannarinoA.,6.4245,JohnsonS.,6.7032,56,39,1.57,2.38,0.6369,0.4202
37,AEGONChampionships,1.9114,42536,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,CilicM.,6.22,CilicM.,6.22,TipsarevicJ.,6.5461,13,553,1.18,4.66,0.8475,0.2146
37,AEGONChampionships,1.9114,42537,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,EdmundK.,6.8384,MathieuP.H.,6.4052,EdmundK.,6.8384,60,85,1.99,1.79,0.5025,0.5587
37,AEGONChampionships,1.9114,42537,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,MullerG.,6.6176,MullerG.,6.6176,IsnerJ.,6.2262,41,17,2.23,1.64,0.4484,0.6098
37,AEGONChampionships,1.9114,42537,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,MurrayA.,6.2537,BedeneA.,6.265,MurrayA.,6.2537,57,2,12.9,1.03,0.0775,0.9709
37,AEGONChampionships,1.9114,42537,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,RaonicM.,6.0616,RaonicM.,6.0616,VeselyJ.,6.1474,9,68,1.11,6.26,0.9009,0.1597
37,AEGONChampionships,1.9114,42537,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,TomicB.,6.5792,VerdascoF.,6.682,TomicB.,6.5792,52,22,2.22,1.64,0.4505,0.6098
37,AEGONChampionships,1.9114,42538,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,BautistaAgutR.,6.2761,BautistaAgutR.,6.2761,YoungD.,6.6068,16,75,1.25,3.78,0.8,0.2646
37,AEGONChampionships,1.9114,42538,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,Quarterfinals,5.6489,3,CilicM.,6.22,JohnsonS.,6.7032,CilicM.,6.22,39,13,3.38,1.31,0.2959,0.7634
37,AEGONChampionships,1.9114,42538,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,Quarterfinals,5.6489,3,MurrayA.,6.2537,MurrayA.,6.2537,EdmundK.,6.8384,2,85,1.03,12.72,0.9709,0.0786
37,AEGONChampionships,1.9114,42538,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,Quarterfinals,5.6489,3,RaonicM.,6.0616,BautistaAgutR.,6.2761,RaonicM.,6.0616,16,9,3.35,1.32,0.2985,0.7576
37,AEGONChampionships,1.9114,42538,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,Quarterfinals,5.6489,3,TomicB.,6.5792,TomicB.,6.5792,MullerG.,6.6176,22,41,1.85,1.91,0.5405,0.5236
37,AEGONChampionships,1.9114,42539,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,Semifinals,5.2101,3,MurrayA.,6.2537,CilicM.,6.22,MurrayA.,6.2537,13,2,5.1,1.16,0.1961,0.8621
37,AEGONChampionships,1.9114,42539,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,Semifinals,5.2101,3,RaonicM.,6.0616,RaonicM.,6.0616,TomicB.,6.5792,9,22,1.25,3.82,0.8,0.2618
37,AEGONChampionships,1.9114,42540,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,TheFinal,5.3011,3,MurrayA.,6.2537,RaonicM.,6.0616,MurrayA.,6.2537,9,2,3.34,1.32,0.2994,0.7576
38,AEGONOpen,1.5804,42540,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,MannarinoA.,6.4245,MannarinoA.,6.4245,FritzT.,6.7826,54,63,1.41,2.81,0.7092,0.3559
38,AEGONOpen,1.5804,42540,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,DonskoyE.,6.0116,KudlaD.,6.3582,DonskoyE.,6.0116,66,79,1.2,4.43,0.8333,0.2257
38,AEGONOpen,1.5804,42540,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,EvansD.,6.7083,EvansD.,6.7083,BroadyL.,6.3114,95,234,1.34,3.16,0.7463,0.3165
38,AEGONOpen,1.5804,42541,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,YouzhnyM.,6.6727,GabashviliT.,6.5391,YouzhnyM.,6.6727,104,73,2.89,1.4,0.346,0.7143
38,AEGONOpen,1.5804,42541,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,BeckerB.,6.9841,BeckerB.,6.9841,ThompsonJ.,6.7926,103,91,1.67,2.18,0.5988,0.4587
38,AEGONOpen,1.5804,42541,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,EscobedoE.,6.0929,SchwartzmanD.,6.0786,EscobedoE.,6.0929,72,277,2.47,1.52,0.4049,0.6579
38,AEGONOpen,1.5804,42541,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,MillmanJ.,6.8995,MillmanJ.,6.8995,BellucciT.,6.3644,67,62,1.43,2.73,0.6993,0.3663
38,AEGONOpen,1.5804,42541,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,SelaD.,6.4601,HernychJ.,6.0113,SelaD.,6.4601,324,71,2.6,1.48,0.3846,0.6757
38,AEGONOpen,1.5804,42541,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,JaziriM.,6.3526,JaziriM.,6.3526,WardJ.,6.5148,60,177,1.76,2.02,0.5682,0.495
38,AEGONOpen,1.5804,42541,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,EstrellaBurgosV.,6.6788,RamR.,6.1508,EstrellaBurgosV.,6.6788,74,78,1.24,3.83,0.8065,0.2611
38,AEGONOpen,1.5804,42541,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,RobertS.,6.9686,RobertS.,6.9686,KleinB.,6.2705,81,257,1.41,2.84,0.7092,0.3521
38,AEGONOpen,1.5804,42541,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,VeselyJ.,6.1474,ZeballosH.,6.7499,VeselyJ.,6.1474,85,64,4.51,1.19,0.2217,0.8403
38,AEGONOpen,1.5804,42541,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,DancevicF.,6.2191,DancevicF.,6.2191,WardA.,6.137,292,244,1.55,2.4,0.6452,0.4167
38,AEGONOpen,1.5804,42541,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,EdmundK.,6.8384,RosolL.,6.232,EdmundK.,6.8384,75,68,2.38,1.56,0.4202,0.641
38,AEGONOpen,1.5804,42541,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,DodigI.,6.4296,DodigI.,6.4296,BenneteauJ.,6.1775,76,547,1.54,2.42,0.6494,0.4132
38,AEGONOpen,1.5804,42542,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,3,DzumhurD.,6.3802,IstominD.,6.8624,DzumhurD.,6.3802,65,90,1.19,4.56,0.8403,0.2193
38,AEGONOpen,1.5804,42542,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,QuerreyS.,6.4965,QuerreyS.,6.4965,EscobedoE.,6.0929,33,277,1.17,4.87,0.8547,0.2053
38,AEGONOpen,1.5804,42542,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,SelaD.,6.4601,SousaJ.,6.7221,SelaD.,6.4601,30,71,1.88,1.88,0.5319,0.5319
38,AEGONOpen,1.5804,42542,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,BeckerB.,6.9841,BeckerB.,6.9841,PellaG.,6.8118,103,51,1.26,3.78,0.7937,0.2646
38,AEGONOpen,1.5804,42542,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,MullerG.,6.6176,VeselyJ.,6.1474,MullerG.,6.6176,64,41,2.96,1.38,0.3378,0.7246
38,AEGONOpen,1.5804,42542,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,BaghdatisM.,6.1131,BaghdatisM.,6.1131,DonskoyE.,6.0116,40,79,1.15,5.13,0.8696,0.1949
38,AEGONOpen,1.5804,42542,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,MannarinoA.,6.4245,LorenziP.,6.4865,MannarinoA.,6.4245,48,54,7.04,1.09,0.142,0.9174
38,AEGONOpen,1.5804,42542,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,YouzhnyM.,6.6727,YouzhnyM.,6.6727,CarrenoBustaP.,6.9758,73,45,1.25,3.83,0.8,0.2611
38,AEGONOpen,1.5804,42542,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,VerdascoF.,6.682,EstrellaBurgosV.,6.6788,VerdascoF.,6.682,78,52,5.18,1.15,0.1931,0.8696
38,AEGONOpen,1.5804,42542,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,DancevicF.,6.2191,DancevicF.,6.2191,KukushkinM.,6.3868,292,56,2.53,1.5,0.3953,0.6667
38,AEGONOpen,1.5804,42542,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,SeppiA.,6.5043,JaziriM.,6.3526,SeppiA.,6.5043,60,57,3.68,1.27,0.2717,0.7874
38,AEGONOpen,1.5804,42542,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,DolgopolovO.,6.8643,DolgopolovO.,6.8643,EdmundK.,6.8384,32,68,2.07,1.73,0.4831,0.578
38,AEGONOpen,1.5804,42542,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,EvansD.,6.7083,BerankisR.,6.8112,EvansD.,6.7083,53,95,1.65,2.18,0.6061,0.4587
38,AEGONOpen,1.5804,42542,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,PospisilV.,6.8633,PospisilV.,6.8633,DzumhurD.,6.3802,44,90,1.36,3.01,0.7353,0.3322
38,AEGONOpen,1.5804,42542,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,JohnsonS.,6.7032,MillmanJ.,6.8995,JohnsonS.,6.7032,67,38,2.72,1.43,0.3676,0.6993
38,AEGONOpen,1.5804,42542,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,AndersonK.,6.8322,AndersonK.,6.8322,DodigI.,6.4296,24,76,1.3,3.41,0.7692,0.2933
38,AEGONOpen,1.5804,42542,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,2ndRound,5.2511,3,CuevasP.,6.6947,RobertS.,6.9686,CuevasP.,6.6947,81,25,1.9,1.86,0.5263,0.5376
38,AEGONOpen,1.5804,42543,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,3rdRound,5.1351,3,SeppiA.,6.5043,SeppiA.,6.5043,MannarinoA.,6.4245,57,54,2.09,1.71,0.4785,0.5848
38,AEGONOpen,1.5804,42543,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,3rdRound,5.1351,3,BaghdatisM.,6.1131,QuerreyS.,6.4965,BaghdatisM.,6.1131,33,40,2,1.78,0.5,0.5618
38,AEGONOpen,1.5804,42543,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,3rdRound,5.1351,3,SelaD.,6.4601,SelaD.,6.4601,BeckerB.,6.9841,71,103,2.17,1.67,0.4608,0.5988
38,AEGONOpen,1.5804,42543,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,3rdRound,5.1351,3,CuevasP.,6.6947,EvansD.,6.7083,CuevasP.,6.6947,95,25,2.38,1.56,0.4202,0.641
38,AEGONOpen,1.5804,42543,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,3rdRound,5.1351,3,DolgopolovO.,6.8643,DolgopolovO.,6.8643,DancevicF.,6.2191,32,292,1.23,4.01,0.813,0.2494
38,AEGONOpen,1.5804,42543,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,3rdRound,5.1351,3,JohnsonS.,6.7032,PospisilV.,6.8633,JohnsonS.,6.7032,44,38,2.42,1.54,0.4132,0.6494
38,AEGONOpen,1.5804,42543,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,3rdRound,5.1351,3,MullerG.,6.6176,MullerG.,6.6176,YouzhnyM.,6.6727,41,73,1.43,2.72,0.6993,0.3676
38,AEGONOpen,1.5804,42543,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,3rdRound,5.1351,3,AndersonK.,6.8322,VerdascoF.,6.682,AndersonK.,6.8322,52,24,2.21,1.63,0.4525,0.6135
38,AEGONOpen,1.5804,42544,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,Quarterfinals,5.6489,3,MullerG.,6.6176,MullerG.,6.6176,DolgopolovO.,6.8643,41,32,1.71,2.09,0.5848,0.4785
38,AEGONOpen,1.5804,42544,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,Quarterfinals,5.6489,3,CuevasP.,6.6947,BaghdatisM.,6.1131,CuevasP.,6.6947,40,25,1.3,3.46,0.7692,0.289
38,AEGONOpen,1.5804,42544,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,Quarterfinals,5.6489,3,SeppiA.,6.5043,SeppiA.,6.5043,SelaD.,6.4601,57,71,1.32,3.32,0.7576,0.3012
38,AEGONOpen,1.5804,42545,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,Quarterfinals,5.6489,3,JohnsonS.,6.7032,AndersonK.,6.8322,JohnsonS.,6.7032,24,38,1.47,2.6,0.6803,0.3846
38,AEGONOpen,1.5804,42545,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,Semifinals,5.2101,3,CuevasP.,6.6947,CuevasP.,6.6947,MullerG.,6.6176,25,41,3.42,1.3,0.2924,0.7692
38,AEGONOpen,1.5804,42545,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,Semifinals,5.2101,3,JohnsonS.,6.7032,SeppiA.,6.5043,JohnsonS.,6.7032,57,38,2.17,1.67,0.4608,0.5988
38,AEGONOpen,1.5804,42546,ATP500,2.6486,Outdoor,3.6494,Grass,4.9194,TheFinal,5.3011,3,JohnsonS.,6.7032,JohnsonS.,6.7032,CuevasP.,6.6947,38,25,1.49,2.59,0.6711,0.3861
39,Wimbledon,1.3782,42548,GrandSlam,2.9709,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,5,AlmagroN.,6.1043,DutraSilvaR.,6.26,AlmagroN.,6.1043,386,47,6.33,1.12,0.158,0.8929
39,Wimbledon,1.3782,42548,GrandSlam,2.9709,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,5,DzumhurD.,6.3802,DzumhurD.,6.3802,KudlaD.,6.3582,87,66,3.75,1.26,0.2667,0.7937
39,Wimbledon,1.3782,42548,GrandSlam,2.9709,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,5,StakhovskyS.,6.0678,NishiokaY.,6.8975,StakhovskyS.,6.0678,122,94,4.05,1.24,0.2469,0.8065
39,Wimbledon,1.3782,42548,GrandSlam,2.9709,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,5,CilicM.,6.22,CilicM.,6.22,BakerB.,6.2957,13,589,1.03,12.25,0.9709,0.0816
39,Wimbledon,1.3782,42548,GrandSlam,2.9709,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,5,KarlovicI.,6.975,CoricB.,6.6628,KarlovicI.,6.975,50,32,3.17,1.35,0.3155,0.7407
39,Wimbledon,1.3782,42548,GrandSlam,2.9709,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,5,MannarinoA.,6.4245,MannarinoA.,6.4245,EdmundK.,6.8384,55,68,1.6,2.31,0.625,0.4329
39,Wimbledon,1.3782,42548,GrandSlam,2.9709,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,5,HerbertP.H.,6.9637,KohlschreiberP.,6.5159,HerbertP.H.,6.9637,22,81,1.14,5.56,0.8772,0.1799
39,Wimbledon,1.3782,42548,GrandSlam,2.9709,Outdoor,3.6494,Grass,4.9194,1stRound,5.1257,5,LackoL.,6.3897,LackoL.,6.3897,LorenziP.,6.4865,123,49,1.15,5.4,0.8696,0.1852
