ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
30,Paris,French Open,30/05/04,Grand Slam,Outdoor,Clay,4th Round,5,Henman T.,Llodra M.,9,94,6,7,4,6,6,4,6,3,9,7,3,2,Completed,1.222,4,1.28,3.65,1.28,3.46,1.4,2.3,1.313,3.7
30,Paris,French Open,30/05/04,Grand Slam,Outdoor,Clay,4th Round,5,Coria G.,Escude N.,3,76,6,0,,,,,,,,,1,0,Retired,1.071,7.5,1.08,7.75,1.1,6.75,1.1,4.5,1.085,9.75
30,Paris,French Open,30/05/04,Grand Slam,Outdoor,Clay,4th Round,5,Moya C.,Robredo T.,5,17,7,6,6,4,6,2,,,,,3,0,Completed,1.25,3.75,1.28,3.65,1.28,3.46,1.3,2.7,1.308,3.75
30,Paris,French Open,31/05/04,Grand Slam,Outdoor,Clay,4th Round,5,Kuerten G.,Lopez F.,30,25,6,3,7,5,6,4,,,,,3,0,Completed,1.286,3.5,1.25,3.8,1.28,3.46,1.3,2.7,1.317,3.65
30,Paris,French Open,31/05/04,Grand Slam,Outdoor,Clay,4th Round,5,Gaudio G.,Andreev I.,44,77,6,4,7,5,6,3,,,,,3,0,Completed,1.3,3.4,1.3,3.4,1.37,2.92,1.3,2.7,1.37,3.35
30,Paris,French Open,31/05/04,Grand Slam,Outdoor,Clay,4th Round,5,Hewitt L.,Malisse X.,12,54,7,5,6,2,7,6,,,,,3,0,Completed,1.364,3,1.4,2.85,1.42,2.75,1.45,2.2,1.444,3
30,Paris,French Open,31/05/04,Grand Slam,Outdoor,Clay,4th Round,5,Nalbandian D.,Safin M.,8,20,7,5,6,4,6,7,6,3,,,3,1,Completed,1.667,2.1,1.6,2.3,1.6,2.4,1.55,2,1.617,2.42
30,Paris,French Open,01/06/04,Grand Slam,Outdoor,Clay,Quarterfinals,5,Coria G.,Moya C.,3,5,7,5,7,6,6,3,,,,,3,0,Completed,1.444,2.75,1.48,2.65,1.51,2.57,1.55,2,1.529,2.69
30,Paris,French Open,01/06/04,Grand Slam,Outdoor,Clay,Quarterfinals,5,Henman T.,Chela J.I.,9,23,6,2,6,4,6,4,,,,,3,0,Completed,2.75,1.444,2.65,1.48,2.72,1.47,1.9,1.6,3.16,1.408
30,Paris,French Open,02/06/04,Grand Slam,Outdoor,Clay,Quarterfinals,5,Gaudio G.,Hewitt L.,44,12,6,3,6,2,6,2,,,,,3,0,Completed,2.1,1.727,2.1,1.73,2.07,1.76,1.75,1.85,2.1,1.794
30,Paris,French Open,02/06/04,Grand Slam,Outdoor,Clay,Quarterfinals,5,Nalbandian D.,Kuerten G.,8,30,6,2,3,6,6,4,7,6,,,3,1,Completed,1.8,2,1.88,1.92,1.8,2.03,1.85,1.75,1.877,1.98
30,Paris,French Open,04/06/04,Grand Slam,Outdoor,Clay,Semifinals,5,Gaudio G.,Nalbandian D.,44,8,6,3,7,6,6,0,,,,,3,0,Completed,2.375,1.533,2.45,1.55,2.4,1.6,2.1,1.55,2.54,1.575
30,Paris,French Open,04/06/04,Grand Slam,Outdoor,Clay,Semifinals,5,Coria G.,Henman T.,3,9,3,6,6,4,6,0,7,5,,,3,1,Completed,1.143,5,1.15,5.5,1.16,5.66,1.15,4,1.16,5.85
30,Paris,French Open,06/06/04,Grand Slam,Outdoor,Clay,The Final,5,Gaudio G.,Coria G.,44,3,0,6,3,6,6,4,6,1,8,6,3,2,Completed,4,1.25,3.75,1.25,3.63,1.34,,,3.65,1.323
