match_id,round,date,avg_minutes_game,avg_seconds_point,avg_minutes_set,tournament,year,match_minutes
m_2019_A_0,1st Round,1/14/2019,4.81,46.8,43.3,Australian Open,2019,173
m_2019_A_1,1st Round,1/14/2019,3.95,35.7,40.5,Australian Open,2019,162
m_2019_A_2,1st Round,1/14/2019,4.86,42.3,43.8,Australian Open,2019,175
m_2019_A_3,1st Round,1/14/2019,4.43,43.3,41,Australian Open,2019,164
m_2019_A_4,1st Round,1/14/2019,4.37,39.7,43.7,Australian Open,2019,131
m_2019_A_5,1st Round,1/14/2019,4.17,39.7,40.3,Australian Open,2019,121
m_2019_A_6,1st Round,1/14/2019,,,,Australian Open,2019,
m_2019_A_7,1st Round,1/14/2019,4.12,40.7,44.3,Australian Open,2019,177
m_2019_A_8,1st Round,1/14/2019,4.25,39.4,38.3,Australian Open,2019,153
m_2019_A_9,1st Round,1/14/2019,3.73,37.3,37.3,Australian Open,2019,112
m_2019_A_10,1st Round,1/14/2019,4.35,42.2,45,Australian Open,2019,135
m_2019_A_11,1st Round,1/14/2019,4.72,42.3,46,Australian Open,2019,184
m_2019_A_12,1st Round,1/14/2019,3.71,37,44.5,Australian Open,2019,178
m_2019_A_13,1st Round,1/14/2019,3.34,36.3,26.8,Australian Open,2019,107
m_2019_A_14,1st Round,1/14/2019,5,46.7,51.7,Australian Open,2019,155
m_2019_A_15,1st Round,1/14/2019,4.16,40.5,36.6,Australian Open,2019,183
m_2019_A_16,1st Round,1/14/2019,4.19,39.7,37.8,Australian Open,2019,151
m_2019_A_17,1st Round,1/14/2019,3.69,38.5,39.3,Australian Open,2019,118
m_2019_A_18,1st Round,1/14/2019,3.95,40.2,30.8,Australian Open,2019,154
m_2019_A_19,1st Round,1/14/2019,3.95,37.2,37.5,Australian Open,2019,150
m_2019_A_20,1st Round,1/14/2019,3.98,36.2,40.8,Australian Open,2019,163
m_2019_A_21,1st Round,1/14/2019,3.78,39.7,34,Australian Open,2019,102
m_2019_A_22,1st Round,1/14/2019,4,41.7,37.3,Australian Open,2019,112
m_2019_A_23,1st Round,1/14/2019,,,,Australian Open,2019,
m_2019_A_24,1st Round,1/14/2019,3.62,39.7,35.3,Australian Open,2019,141
m_2019_A_25,1st Round,1/14/2019,3.86,35.2,28.3,Australian Open,2019,85
m_2019_A_26,1st Round,1/14/2019,4.57,38.3,48,Australian Open,2019,192
m_2019_A_27,1st Round,1/14/2019,4.13,40.3,39.3,Australian Open,2019,157
m_2019_A_28,1st Round,1/14/2019,4.28,35.3,41.3,Australian Open,2019,124
m_2019_A_29,1st Round,1/14/2019,4.79,49.3,49.8,Australian Open,2019,249
m_2019_A_30,1st Round,1/14/2019,4.1,37.5,41,Australian Open,2019,123
m_2019_A_31,1st Round,1/14/2019,4.03,38.8,39,Australian Open,2019,117
m_2019_A_32,1st Round,1/15/2019,5.14,43.4,72,Australian Open,2019,144
m_2019_A_33,1st Round,1/15/2019,5.91,46.4,65,Australian Open,2019,195
m_2019_A_34,1st Round,1/15/2019,4.47,43.3,48,Australian Open,2019,192
m_2019_A_35,1st Round,1/15/2019,4.42,43.4,42,Australian Open,2019,168
m_2019_A_36,1st Round,1/15/2019,,,,Australian Open,2019,
m_2019_A_37,1st Round,1/15/2019,,,,Australian Open,2019,
m_2019_A_38,1st Round,1/15/2019,3.67,39.1,33,Australian Open,2019,99
m_2019_A_39,1st Round,1/15/2019,4.86,44,35.7,Australian Open,2019,107
m_2019_A_40,1st Round,1/15/2019,3.88,36.8,46.5,Australian Open,2019,186
m_2019_A_41,1st Round,1/15/2019,4.48,44.5,40.3,Australian Open,2019,121
m_2019_A_42,1st Round,1/15/2019,4.25,42.1,43.4,Australian Open,2019,217
m_2019_A_43,1st Round,1/15/2019,3.8,37.5,33.3,Australian Open,2019,133
m_2019_A_44,1st Round,1/15/2019,4.63,41.7,48.2,Australian Open,2019,241
m_2019_A_45,1st Round,1/15/2019,4.45,41.1,45.4,Australian Open,2019,227
m_2019_A_46,1st Round,1/15/2019,4.32,39.2,44.3,Australian Open,2019,177
m_2019_A_47,1st Round,1/15/2019,4.23,41,42.3,Australian Open,2019,127
m_2019_A_48,1st Round,1/15/2019,4.26,42.9,38.3,Australian Open,2019,115
m_2019_A_49,1st Round,1/15/2019,4,36.4,29.3,Australian Open,2019,88
m_2019_A_50,1st Round,1/15/2019,3.97,39,38.3,Australian Open,2019,115
m_2019_A_51,1st Round,1/15/2019,5.11,43.1,92,Australian Open,2019,92
m_2019_A_52,1st Round,1/15/2019,3.62,36,35,Australian Open,2019,105
m_2019_A_53,1st Round,1/15/2019,3.62,38.4,35,Australian Open,2019,105
m_2019_A_54,1st Round,1/15/2019,4.62,44.2,40,Australian Open,2019,120
m_2019_A_55,1st Round,1/15/2019,,,,Australian Open,2019,
m_2019_A_56,1st Round,1/15/2019,4.44,39.1,48.8,Australian Open,2019,244
m_2019_A_57,1st Round,1/15/2019,3.64,37,32.8,Australian Open,2019,164
m_2019_A_58,1st Round,1/15/2019,3.5,32.8,39.7,Australian Open,2019,119
m_2019_A_59,1st Round,1/15/2019,4.62,42.4,60,Australian Open,2019,60
m_2019_A_60,1st Round,1/15/2019,3.96,40.7,33,Australian Open,2019,99
m_2019_A_61,1st Round,1/15/2019,4.92,40.5,41,Australian Open,2019,123
m_2019_A_62,1st Round,1/15/2019,3.63,40.7,38.7,Australian Open,2019,116
m_2019_A_63,1st Round,1/15/2019,4.72,40.1,44.4,Australian Open,2019,222
m_2019_A_64,2nd Round,1/16/2019,4.34,39.1,46,Australian Open,2019,230
m_2019_A_65,2nd Round,1/16/2019,3.78,39,34.8,Australian Open,2019,174
m_2019_A_66,2nd Round,1/16/2019,4.32,41.7,40,Australian Open,2019,160
m_2019_A_67,2nd Round,1/16/2019,3.93,38.6,38,Australian Open,2019,114
m_2019_A_68,2nd Round,1/16/2019,3.16,35.6,26.3,Australian Open,2019,79
m_2019_A_69,2nd Round,1/16/2019,4.93,45.5,54.3,Australian Open,2019,217
m_2019_A_70,2nd Round,1/16/2019,4.26,43.3,44.8,Australian Open,2019,179
m_2019_A_71,2nd Round,1/16/2019,5.29,48.3,49.3,Australian Open,2019,148
m_2019_A_72,2nd Round,1/16/2019,4.7,43.5,51.7,Australian Open,2019,155
m_2019_A_73,2nd Round,1/16/2019,4.53,35.5,51,Australian Open,2019,204
m_2019_A_74,2nd Round,1/16/2019,4.52,37.9,40.7,Australian Open,2019,122
m_2019_A_75,2nd Round,1/16/2019,4.16,38.1,42.4,Australian Open,2019,212
m_2019_A_76,2nd Round,1/16/2019,4.85,43.2,45.6,Australian Open,2019,228
m_2019_A_77,2nd Round,1/16/2019,4.02,35.6,42.3,Australian Open,2019,169
m_2019_A_78,2nd Round,1/16/2019,4.73,42.3,46.4,Australian Open,2019,232
m_2019_A_79,2nd Round,1/16/2019,4.64,44.6,38.7,Australian Open,2019,116
m_2019_A_80,2nd Round,1/17/2019,4,41.7,45.6,Australian Open,2019,228
m_2019_A_81,2nd Round,1/17/2019,5.02,44.6,60.3,Australian Open,2019,241
m_2019_A_82,2nd Round,1/17/2019,4.61,41.8,51.6,Australian Open,2019,258
m_2019_A_83,2nd Round,1/17/2019,4.69,43.4,45.3,Australian Open,2019,136
m_2019_A_84,2nd Round,1/17/2019,4.69,46.1,45.3,Australian Open,2019,136
m_2019_A_85,2nd Round,1/17/2019,4.33,41.7,47.7,Australian Open,2019,143
m_2019_A_86,2nd Round,1/17/2019,,,,Australian Open,2019,
m_2019_A_87,2nd Round,1/17/2019,5.06,38.5,57.3,Australian Open,2019,172
m_2019_A_88,2nd Round,1/17/2019,3.68,41.4,40.5,Australian Open,2019,162
m_2019_A_89,2nd Round,1/17/2019,4.88,42.2,48.8,Australian Open,2019,244
m_2019_A_90,2nd Round,1/17/2019,4.39,41.1,50.5,Australian Open,2019,202
m_2019_A_91,2nd Round,1/17/2019,4.27,43.4,42.7,Australian Open,2019,128
m_2019_A_92,2nd Round,1/17/2019,4.33,36.9,52,Australian Open,2019,104
m_2019_A_93,2nd Round,1/17/2019,3.37,38.5,30.3,Australian Open,2019,91
m_2019_A_94,2nd Round,1/17/2019,4.26,39.9,45.2,Australian Open,2019,226
m_2019_A_95,2nd Round,1/17/2019,,,,Australian Open,2019,
m_2019_A_96,3rd Round,1/18/2019,4.35,40,43.5,Australian Open,2019,174
m_2019_A_97,3rd Round,1/18/2019,4.19,40.1,45,Australian Open,2019,180
m_2019_A_98,3rd Round,1/18/2019,3.14,35.7,29.3,Australian Open,2019,88
m_2019_A_99,3rd Round,1/18/2019,3.94,41.2,39.4,Australian Open,2019,197
m_2019_A_100,3rd Round,1/18/2019,3.97,41.9,42.3,Australian Open,2019,127
m_2019_A_101,3rd Round,1/18/2019,4,41.3,42.7,Australian Open,2019,128
m_2019_A_102,3rd Round,1/18/2019,5.68,47.1,47.3,Australian Open,2019,142
m_2019_A_103,3rd Round,1/18/2019,5.49,48.7,51.6,Australian Open,2019,258
m_2019_A_104,3rd Round,1/19/2019,4.17,41,40.3,Australian Open,2019,121
m_2019_A_105,3rd Round,1/19/2019,4.67,45,42,Australian Open,2019,126
m_2019_A_106,3rd Round,1/19/2019,4.17,40.4,37.5,Australian Open,2019,150
m_2019_A_107,3rd Round,1/19/2019,,,,Australian Open,2019,
m_2019_A_108,3rd Round,1/19/2019,4.06,43,35.5,Australian Open,2019,142
m_2019_A_109,3rd Round,1/19/2019,4.53,42.7,40.8,Australian Open,2019,163
m_2019_A_110,3rd Round,1/19/2019,4.31,38.4,37.3,Australian Open,2019,112
m_2019_A_111,3rd Round,1/19/2019,4.29,38.2,44.6,Australian Open,2019,223
m_2019_A_112,4th Round,1/20/2019,4.56,39,54.8,Australian Open,2019,219
m_2019_A_113,4th Round,1/20/2019,5,47.2,41.7,Australian Open,2019,125
m_2019_A_114,4th Round,1/20/2019,4.86,44.5,47.6,Australian Open,2019,238
m_2019_A_115,4th Round,1/20/2019,4.69,39.2,56.3,Australian Open,2019,225
m_2019_A_116,4th Round,1/21/2019,4.58,42.5,39.7,Australian Open,2019,119
m_2019_A_117,4th Round,1/21/2019,4.24,40.3,48.8,Australian Open,2019,195
m_2019_A_118,4th Round,1/21/2019,5.45,43,61,Australian Open,2019,305
m_2019_A_119,4th Round,1/21/2019,5,43.7,48.8,Australian Open,2019,195
m_2019_A_120,Quarterfinals,1/22/2019,4.43,45.5,48.8,Australian Open,2019,195
m_2019_A_121,Quarterfinals,1/22/2019,3.96,43.1,35.7,Australian Open,2019,107
m_2019_A_122,Quarterfinals,1/23/2019,4.23,40.3,45.5,Australian Open,2019,182
m_2019_A_123,Quarterfinals,1/23/2019,4.33,41.1,52,Australian Open,2019,52
m_2019_A_124,Semifinals,1/24/2019,4.42,50.5,35.3,Australian Open,2019,106
m_2019_A_125,Semifinals,1/25/2019,3.77,39.2,27.7,Australian Open,2019,83
m_2019_A_126,The Final,1/27/2019,4.77,52.4,41.3,Australian Open,2019,124
m_2018_A_0,1st Round,1/15/2018,4,37.2,41.3,Australian Open,2018,124
m_2018_A_1,1st Round,1/15/2018,4.38,42.4,43.8,Australian Open,2018,219
m_2018_A_2,1st Round,1/15/2018,4.88,46.4,47.8,Australian Open,2018,239
m_2018_A_3,1st Round,1/15/2018,5.15,46,52.8,Australian Open,2018,211
m_2018_A_4,1st Round,1/15/2018,4.33,40.7,47.7,Australian Open,2018,143
m_2018_A_5,1st Round,1/15/2018,4.56,41.6,44.5,Australian Open,2018,178
m_2018_A_6,1st Round,1/15/2018,4.81,44.9,49.7,Australian Open,2018,149
m_2018_A_7,1st Round,1/15/2018,4.37,41.4,38.3,Australian Open,2018,153
m_2018_A_8,1st Round,1/15/2018,4.42,40.1,46,Australian Open,2018,230
m_2018_A_9,1st Round,1/15/2018,3.35,36.8,31,Australian Open,2018,124
m_2018_A_10,1st Round,1/15/2018,4.18,40.1,31.8,Australian Open,2018,159
m_2018_A_11,1st Round,1/15/2018,3.45,34.7,33.8,Australian Open,2018,169
m_2018_A_12,1st Round,1/15/2018,4.14,40.5,38.7,Australian Open,2018,116
m_2018_A_13,1st Round,1/15/2018,4.08,38.7,32.7,Australian Open,2018,98
m_2018_A_14,1st Round,1/15/2018,4.05,38.5,47.8,Australian Open,2018,239
m_2018_A_15,1st Round,1/15/2018,5.18,43.6,49.3,Australian Open,2018,197
m_2018_A_16,1st Round,1/15/2018,4.79,44.1,45,Australian Open,2018,225
m_2018_A_17,1st Round,1/15/2018,4.27,37.6,47,Australian Open,2018,141
m_2018_A_18,1st Round,1/15/2018,4.31,38.9,38.8,Australian Open,2018,155
m_2018_A_19,1st Round,1/15/2018,3.9,38.2,40.3,Australian Open,2018,121
m_2018_A_20,1st Round,1/15/2018,3.83,39.4,38.3,Australian Open,2018,153
m_2018_A_21,1st Round,1/15/2018,3.86,37.7,34.8,Australian Open,2018,139
m_2018_A_22,1st Round,1/15/2018,4.16,40.7,43,Australian Open,2018,129
m_2018_A_23,1st Round,1/15/2018,4.79,44.6,46.3,Australian Open,2018,139
m_2018_A_24,1st Round,1/15/2018,3.97,36.5,38.3,Australian Open,2018,115
m_2018_A_25,1st Round,1/15/2018,4.13,36.6,51.2,Australian Open,2018,256
m_2018_A_26,1st Round,1/15/2018,4.34,37.8,47.8,Australian Open,2018,191
m_2018_A_27,1st Round,1/15/2018,3.48,35,29,Australian Open,2018,87
m_2018_A_28,1st Round,1/15/2018,4.48,44.4,31.3,Australian Open,2018,94
m_2018_A_29,1st Round,1/15/2018,4.75,43,48.4,Australian Open,2018,242
m_2018_A_30,1st Round,1/15/2018,3.56,34.2,34.2,Australian Open,2018,171
m_2018_A_31,1st Round,1/15/2018,4.48,37.6,40.3,Australian Open,2018,121
m_2018_A_32,1st Round,1/16/2018,4.39,39.5,50.5,Australian Open,2018,202
m_2018_A_33,1st Round,1/16/2018,3.86,37.9,36,Australian Open,2018,108
m_2018_A_34,1st Round,1/16/2018,5.03,44,49,Australian Open,2018,196
m_2018_A_35,1st Round,1/16/2018,4.1,41.4,42.3,Australian Open,2018,127
m_2018_A_36,1st Round,1/16/2018,5.05,42.5,51.8,Australian Open,2018,207
m_2018_A_37,1st Round,1/16/2018,3.57,40.9,35.7,Australian Open,2018,107
m_2018_A_38,1st Round,1/16/2018,5.05,43.7,44.4,Australian Open,2018,222
m_2018_A_39,1st Round,1/16/2018,3.88,37.5,32.3,Australian Open,2018,97
m_2018_A_40,1st Round,1/16/2018,4.07,38.8,45.8,Australian Open,2018,183
m_2018_A_41,1st Round,1/16/2018,3.37,32.7,30.3,Australian Open,2018,91
m_2018_A_42,1st Round,1/16/2018,4.58,39.1,47.3,Australian Open,2018,142
m_2018_A_43,1st Round,1/16/2018,3.92,39.6,38.3,Australian Open,2018,153
m_2018_A_44,1st Round,1/16/2018,4.16,35.3,34.7,Australian Open,2018,104
m_2018_A_45,1st Round,1/16/2018,4.28,40.1,41.8,Australian Open,2018,167
m_2018_A_46,1st Round,1/16/2018,4.11,44.1,37,Australian Open,2018,111
m_2018_A_47,1st Round,1/16/2018,3.87,34.3,38.7,Australian Open,2018,116
m_2018_A_48,1st Round,1/16/2018,4.12,38,42.3,Australian Open,2018,169
m_2018_A_49,1st Round,1/16/2018,4.44,39.4,37,Australian Open,2018,111
m_2018_A_50,1st Round,1/16/2018,3.5,36,35,Australian Open,2018,105
m_2018_A_51,1st Round,1/16/2018,4.54,36.1,44.3,Australian Open,2018,177
m_2018_A_52,1st Round,1/16/2018,3.81,37,40.7,Australian Open,2018,122
m_2018_A_53,1st Round,1/16/2018,3.08,32.8,25.7,Australian Open,2018,77
m_2018_A_54,1st Round,1/16/2018,4.98,44.2,52.3,Australian Open,2018,209
m_2018_A_55,1st Round,1/16/2018,3.9,39.9,40.3,Australian Open,2018,121
m_2018_A_56,1st Round,1/16/2018,4.31,42.9,41.7,Australian Open,2018,125
m_2018_A_57,1st Round,1/16/2018,4.32,38.7,49,Australian Open,2018,147
m_2018_A_58,1st Round,1/16/2018,4.23,35.5,37,Australian Open,2018,148
m_2018_A_59,1st Round,1/16/2018,3.69,36,48,Australian Open,2018,48
m_2018_A_60,1st Round,1/16/2018,4.03,39.7,31.3,Australian Open,2018,125
m_2018_A_61,1st Round,1/16/2018,3.54,34.7,33,Australian Open,2018,99
m_2018_A_62,1st Round,1/16/2018,4.53,40.6,45.3,Australian Open,2018,136
m_2018_A_63,1st Round,1/16/2018,4.79,45.4,44.7,Australian Open,2018,134
m_2018_A_64,2nd Round,1/17/2018,3.61,35.4,33.7,Australian Open,2018,101
m_2018_A_65,2nd Round,1/17/2018,4.75,42,48.4,Australian Open,2018,242
m_2018_A_66,2nd Round,1/17/2018,4.27,38.9,37,Australian Open,2018,111
m_2018_A_67,2nd Round,1/17/2018,4,38.8,44,Australian Open,2018,44
m_2018_A_68,2nd Round,1/17/2018,4.43,41.6,43.4,Australian Open,2018,217
m_2018_A_69,2nd Round,1/17/2018,3.42,37.3,29.7,Australian Open,2018,89
m_2018_A_70,2nd Round,1/17/2018,4.01,39,54.6,Australian Open,2018,273
m_2018_A_71,2nd Round,1/17/2018,3.89,42.6,35,Australian Open,2018,105
m_2018_A_72,2nd Round,1/17/2018,4.18,40.1,39.8,Australian Open,2018,159
m_2018_A_73,2nd Round,1/17/2018,3.63,35.7,38.7,Australian Open,2018,116
m_2018_A_74,2nd Round,1/17/2018,5.1,46.7,52.7,Australian Open,2018,158
m_2018_A_75,2nd Round,1/17/2018,4.37,40.2,39.3,Australian Open,2018,118
m_2018_A_76,2nd Round,1/17/2018,4.55,40.1,45.5,Australian Open,2018,182
m_2018_A_77,2nd Round,1/17/2018,3.88,37.4,44,Australian Open,2018,132
m_2018_A_78,2nd Round,1/17/2018,4.27,41.3,41,Australian Open,2018,205
m_2018_A_79,2nd Round,1/17/2018,4.13,37.1,42.7,Australian Open,2018,128
m_2018_A_80,2nd Round,1/18/2018,4.08,35.7,40.8,Australian Open,2018,163
m_2018_A_81,2nd Round,1/18/2018,4.27,42.2,42.7,Australian Open,2018,128
m_2018_A_82,2nd Round,1/18/2018,4.85,41.5,45.6,Australian Open,2018,228
m_2018_A_83,2nd Round,1/18/2018,3.9,38.6,38,Australian Open,2018,152
m_2018_A_84,2nd Round,1/18/2018,4.44,41.6,37.8,Australian Open,2018,151
m_2018_A_85,2nd Round,1/18/2018,4.48,42.2,47,Australian Open,2018,188
m_2018_A_86,2nd Round,1/18/2018,4.12,37.7,35,Australian Open,2018,140
m_2018_A_87,2nd Round,1/18/2018,5.11,45.9,56.3,Australian Open,2018,225
m_2018_A_88,2nd Round,1/18/2018,4.71,42.9,41.3,Australian Open,2018,165
m_2018_A_89,2nd Round,1/18/2018,4.58,38.1,43.5,Australian Open,2018,174
m_2018_A_90,2nd Round,1/18/2018,4.46,40,38.7,Australian Open,2018,116
m_2018_A_91,2nd Round,1/18/2018,4.52,38.1,37.7,Australian Open,2018,113
m_2018_A_92,2nd Round,1/18/2018,4.14,40.2,41.4,Australian Open,2018,207
m_2018_A_93,2nd Round,1/18/2018,3.4,33.4,29.8,Australian Open,2018,119
m_2018_A_94,2nd Round,1/18/2018,3.52,35.4,29.3,Australian Open,2018,88
m_2018_A_95,2nd Round,1/18/2018,3.59,34.7,38.3,Australian Open,2018,115
m_2018_A_96,3rd Round,1/19/2018,4.37,38.2,42.8,Australian Open,2018,214
m_2018_A_97,3rd Round,1/19/2018,4.3,42.4,49.5,Australian Open,2018,198
m_2018_A_98,3rd Round,1/19/2018,4.72,39.7,46,Australian Open,2018,184
m_2018_A_99,3rd Round,1/19/2018,3.79,38.8,46.2,Australian Open,2018,231
m_2018_A_100,3rd Round,1/19/2018,4.16,39.3,39.5,Australian Open,2018,158
m_2018_A_101,3rd Round,1/19/2018,4.28,41.3,49.3,Australian Open,2018,197
m_2018_A_102,3rd Round,1/19/2018,4.78,42.9,36.7,Australian Open,2018,110
m_2018_A_103,3rd Round,1/19/2018,4.52,41.8,49.7,Australian Open,2018,149
m_2018_A_104,3rd Round,1/20/2018,3.91,39.6,44,Australian Open,2018,176
m_2018_A_105,3rd Round,1/20/2018,4.27,42.9,42.7,Australian Open,2018,128
m_2018_A_106,3rd Round,1/20/2018,4.19,40.3,36,Australian Open,2018,180
m_2018_A_107,3rd Round,1/20/2018,4.3,43.6,40.4,Australian Open,2018,202
m_2018_A_108,3rd Round,1/20/2018,4.46,43.5,38.7,Australian Open,2018,116
m_2018_A_109,3rd Round,1/20/2018,5.23,45.3,45.3,Australian Open,2018,136
m_2018_A_110,3rd Round,1/20/2018,5.42,46.2,47,Australian Open,2018,141
m_2018_A_111,3rd Round,1/20/2018,3.97,38.8,39.7,Australian Open,2018,119
m_2018_A_112,4th Round,1/21/2018,4.6,43.6,51.8,Australian Open,2018,207
m_2018_A_113,4th Round,1/21/2018,5.92,47.3,57.8,Australian Open,2018,231
m_2018_A_114,4th Round,1/21/2018,4.32,41.8,44.3,Australian Open,2018,177
m_2018_A_115,4th Round,1/21/2018,4.48,39.5,51.5,Australian Open,2018,206
m_2018_A_116,4th Round,1/22/2018,4.74,44.7,42.7,Australian Open,2018,128
m_2018_A_117,4th Round,1/22/2018,4.03,38.4,40.3,Australian Open,2018,121
m_2018_A_118,4th Round,1/22/2018,4.59,40.5,46.8,Australian Open,2018,234
m_2018_A_119,4th Round,1/22/2018,5.58,45.3,67,Australian Open,2018,201
m_2018_A_120,Quarterfinals,1/23/2018,4.45,42.3,42.3,Australian Open,2018,169
m_2018_A_121,Quarterfinals,1/23/2018,5.68,45.1,56.8,Australian Open,2018,227
m_2018_A_122,Quarterfinals,1/24/2018,4.77,42.1,49.3,Australian Open,2018,148
m_2018_A_123,Quarterfinals,1/24/2018,4.32,42.3,44.7,Australian Open,2018,134
m_2018_A_124,Semifinals,1/25/2018,4.93,43.6,46,Australian Open,2018,138
m_2018_A_125,Semifinals,1/26/2018,4.43,41.3,62,Australian Open,2018,62
m_2018_A_126,The Final,1/28/2018,4.07,39.2,36.6,Australian Open,2018,183
m_2017_A_0,1st Round,1/16/2017,4.63,41.1,44.4,Australian Open,2017,222
m_2017_A_1,1st Round,1/16/2017,5.75,39.4,,Australian Open,2017,23
m_2017_A_2,1st Round,1/16/2017,3.69,37.4,33.2,Australian Open,2017,166
m_2017_A_3,1st Round,1/16/2017,4.85,40.8,47.3,Australian Open,2017,189
m_2017_A_4,1st Round,1/16/2017,4.52,42.6,40.7,Australian Open,2017,122
m_2017_A_5,1st Round,1/16/2017,4.37,42.8,42.8,Australian Open,2017,214
m_2017_A_6,1st Round,1/16/2017,4.26,39.8,44,Australian Open,2017,132
m_2017_A_7,1st Round,1/16/2017,3.84,34.9,41.3,Australian Open,2017,165
m_2017_A_8,1st Round,1/16/2017,4.57,40,32,Australian Open,2017,32
m_2017_A_9,1st Round,1/16/2017,3.88,38,32.3,Australian Open,2017,97
m_2017_A_10,1st Round,1/16/2017,4.25,39.4,42.5,Australian Open,2017,170
m_2017_A_11,1st Round,1/16/2017,3.76,38.5,35.8,Australian Open,2017,143
m_2017_A_12,1st Round,1/16/2017,4.09,41.2,36.8,Australian Open,2017,184
m_2017_A_13,1st Round,1/16/2017,4.29,40.9,40,Australian Open,2017,120
m_2017_A_14,1st Round,1/16/2017,5.22,47.5,55.7,Australian Open,2017,167
m_2017_A_15,1st Round,1/16/2017,4.41,36.4,39.7,Australian Open,2017,119
m_2017_A_16,1st Round,1/16/2017,3.42,32.4,27.3,Australian Open,2017,82
m_2017_A_17,1st Round,1/16/2017,4.17,41.2,40,Australian Open,2017,200
m_2017_A_18,1st Round,1/16/2017,4.15,37.2,41.5,Australian Open,2017,166
m_2017_A_19,1st Round,1/16/2017,4.43,41.3,48.8,Australian Open,2017,195
m_2017_A_20,1st Round,1/16/2017,4.02,36.2,46.3,Australian Open,2017,185
m_2017_A_21,1st Round,1/16/2017,3.84,33.8,37.6,Australian Open,2017,188
m_2017_A_22,1st Round,1/16/2017,3.03,32.5,25.8,Australian Open,2017,103
m_2017_A_23,1st Round,1/16/2017,4.4,41.1,38.5,Australian Open,2017,154
m_2017_A_24,1st Round,1/16/2017,4.11,37.9,38.3,Australian Open,2017,115
m_2017_A_25,1st Round,1/16/2017,3.97,40.1,35.8,Australian Open,2017,143
m_2017_A_26,1st Round,1/16/2017,4.26,37.9,44,Australian Open,2017,132
m_2017_A_27,1st Round,1/16/2017,4.14,43.9,40,Australian Open,2017,120
m_2017_A_28,1st Round,1/16/2017,3.65,38.5,28,Australian Open,2017,84
m_2017_A_29,1st Round,1/16/2017,3.92,38.6,40.8,Australian Open,2017,204
m_2017_A_30,1st Round,1/16/2017,3.82,37.9,32.5,Australian Open,2017,130
m_2017_A_31,1st Round,1/16/2017,3.38,35,31.3,Australian Open,2017,125
m_2017_A_32,1st Round,1/17/2017,,,,Australian Open,2017,
m_2017_A_33,1st Round,1/17/2017,4.4,42.4,37,Australian Open,2017,185
m_2017_A_34,1st Round,1/17/2017,4.69,38.8,50,Australian Open,2017,150
m_2017_A_35,1st Round,1/17/2017,4.4,41.3,36.7,Australian Open,2017,110
m_2017_A_36,1st Round,1/17/2017,3.78,36.8,34.8,Australian Open,2017,174
m_2017_A_37,1st Round,1/17/2017,5.13,45.5,59,Australian Open,2017,236
m_2017_A_38,1st Round,1/17/2017,4.29,38.6,37.5,Australian Open,2017,150
m_2017_A_39,1st Round,1/17/2017,3.41,32.1,30.7,Australian Open,2017,92
m_2017_A_40,1st Round,1/17/2017,3.67,36.2,35.2,Australian Open,2017,176
m_2017_A_41,1st Round,1/17/2017,4.36,41.9,39.3,Australian Open,2017,157
m_2017_A_42,1st Round,1/17/2017,4.09,38.3,35.8,Australian Open,2017,143
m_2017_A_43,1st Round,1/17/2017,4.28,41.8,41.3,Australian Open,2017,124
m_2017_A_44,1st Round,1/17/2017,3.79,40.5,36.7,Australian Open,2017,110
m_2017_A_45,1st Round,1/17/2017,5.42,45.9,65,Australian Open,2017,65
m_2017_A_46,1st Round,1/17/2017,4.46,38.4,43.5,Australian Open,2017,174
m_2017_A_47,1st Round,1/17/2017,4.06,38.1,44.7,Australian Open,2017,134
m_2017_A_48,1st Round,1/17/2017,3.92,39.7,36.3,Australian Open,2017,145
m_2017_A_49,1st Round,1/17/2017,3.61,39.2,27.7,Australian Open,2017,83
m_2017_A_50,1st Round,1/17/2017,4.04,42.4,37.7,Australian Open,2017,113
m_2017_A_51,1st Round,1/17/2017,4.43,39.9,44.3,Australian Open,2017,177
m_2017_A_52,1st Round,1/17/2017,4.37,43.4,40.2,Australian Open,2017,201
m_2017_A_53,1st Round,1/17/2017,4.1,38.4,39.7,Australian Open,2017,119
m_2017_A_54,1st Round,1/17/2017,3.78,41.9,62.8,Australian Open,2017,314
m_2017_A_55,1st Round,1/17/2017,3.8,36.4,39,Australian Open,2017,156
m_2017_A_56,1st Round,1/17/2017,4.2,42.3,35,Australian Open,2017,105
m_2017_A_57,1st Round,1/17/2017,3.7,37.8,28.3,Australian Open,2017,85
m_2017_A_58,1st Round,1/17/2017,4.41,36.8,48.5,Australian Open,2017,97
m_2017_A_59,1st Round,1/17/2017,3.68,37.8,30.7,Australian Open,2017,92
m_2017_A_60,1st Round,1/17/2017,3.73,34.5,41,Australian Open,2017,123
m_2017_A_61,1st Round,1/17/2017,4.03,38,40.3,Australian Open,2017,121
m_2017_A_62,1st Round,1/17/2017,5.19,42,46.7,Australian Open,2017,140
m_2017_A_63,1st Round,1/17/2017,4.05,39.8,38.5,Australian Open,2017,154
m_2017_A_64,2nd Round,1/18/2017,4.5,41.5,42,Australian Open,2017,126
m_2017_A_65,2nd Round,1/18/2017,3.34,33.4,32.3,Australian Open,2017,97
m_2017_A_66,2nd Round,1/18/2017,4.2,38.4,35,Australian Open,2017,105
