ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL
36,London,Wimbledon,01/07/06,Grand Slam,Outdoor,Grass,3rd Round,5,Baghdatis M.,Grosjean S.,16,26,1494,1180,4,6,6,4,6,4,6,1,,,3,1,Completed,3,1.36,3.1,1.37,2.75,1.42,3.26,1.407,3.12,1.35
36,London,Wimbledon,01/07/06,Grand Slam,Outdoor,Grass,3rd Round,5,Murray A.,Roddick A.,44,5,826,2430,7,6,6,4,6,4,,,,,3,0,Completed,3.5,1.28,3.3,1.33,3.22,1.32,3.58,1.36,3.4,1.31
36,London,Wimbledon,03/07/06,Grand Slam,Outdoor,Grass,4th Round,5,Stepanek R.,Verdasco F.,13,30,1710,1045,6,7,6,3,4,6,6,4,6,2,3,2,Completed,1.66,2.1,1.55,2.45,1.65,2.15,1.645,2.45,1.62,2.25
36,London,Wimbledon,03/07/06,Grand Slam,Outdoor,Grass,4th Round,5,Bjorkman J.,Mirnyi M.,59,53,638,710,6,3,7,6,4,6,2,6,6,3,3,2,Completed,2.1,1.66,2.05,1.77,2.1,1.7,2.1,1.833,1.98,1.8
36,London,Wimbledon,03/07/06,Grand Slam,Outdoor,Grass,4th Round,3,Hewitt L.,Ferrer D.,9,19,1900,1330,6,4,6,4,4,6,7,5,,,3,1,Completed,1.11,6,1.1,7,1.15,5.2,1.159,6.7,1.15,5.25
36,London,Wimbledon,03/07/06,Grand Slam,Outdoor,Grass,4th Round,5,Baghdatis M.,Murray A.,16,44,1494,826,6,3,6,4,7,6,,,,,3,0,Completed,2.37,1.53,2.6,1.5,2.45,1.5,2.54,1.61,2.5,1.5
36,London,Wimbledon,03/07/06,Grand Slam,Outdoor,Grass,4th Round,5,Ancic M.,Djokovic N.,10,39,1885,841,6,4,4,6,4,6,7,5,6,3,3,2,Completed,1.36,3,1.37,3.1,1.34,3.12,1.407,3.26,1.37,3
36,London,Wimbledon,03/07/06,Grand Slam,Outdoor,Grass,4th Round,5,Nieminen J.,Tursunov D.,18,31,1390,980,7,5,6,4,6,7,6,7,9,7,3,2,Completed,2.62,1.44,2.65,1.48,2.53,1.48,2.73,1.546,2.65,1.46
36,London,Wimbledon,03/07/06,Grand Slam,Outdoor,Grass,4th Round,5,Federer R.,Berdych T.,1,14,7260,1635,6,3,6,3,6,4,,,,,3,0,Completed,1.01,13,1.04,11,1.04,12,1.048,17,1.03,14
36,London,Wimbledon,03/07/06,Grand Slam,Outdoor,Grass,4th Round,5,Nadal R.,Labadze I.,2,166,4545,249,6,3,7,6,6,3,,,,,3,0,Completed,1.05,9,1.06,9,1.1,6.75,1.098,9.25,1.07,8
36,London,Wimbledon,05/07/06,Grand Slam,Outdoor,Grass,Quarterfinals,5,Federer R.,Ancic M.,1,10,7260,1885,6,4,6,4,6,4,,,,,3,0,Completed,1.05,9,1.05,10,1.04,12,1.063,13.75,1.05,10
36,London,Wimbledon,05/07/06,Grand Slam,Outdoor,Grass,Quarterfinals,5,Bjorkman J.,Stepanek R.,59,13,638,1710,7,6,4,6,6,7,7,6,6,4,3,2,Completed,2.62,1.5,2.45,1.55,2.6,1.45,2.52,1.617,2.6,1.5
36,London,Wimbledon,05/07/06,Grand Slam,Outdoor,Grass,Quarterfinals,5,Baghdatis M.,Hewitt L.,16,9,1494,1900,6,1,5,7,7,6,6,2,,,3,1,Completed,3,1.38,3.2,1.35,3.1,1.35,3.09,1.437,3.2,1.34
36,London,Wimbledon,06/07/06,Grand Slam,Outdoor,Grass,Quarterfinals,5,Nadal R.,Nieminen J.,2,18,4545,1390,6,3,6,4,6,4,,,,,3,0,Completed,1.25,4,1.25,4,1.21,4.06,1.307,3.96,1.25,3.8
36,London,Wimbledon,07/07/06,Grand Slam,Outdoor,Grass,Semifinals,5,Federer R.,Bjorkman J.,1,59,7260,638,6,2,6,0,6,2,,,,,3,0,Completed,1,26,1.01,16,1.01,19,1.013,60,1.01,50
36,London,Wimbledon,07/07/06,Grand Slam,Outdoor,Grass,Semifinals,5,Nadal R.,Baghdatis M.,2,16,4545,1494,6,1,7,5,6,3,,,,,3,0,Completed,1.39,2.87,1.42,2.85,1.38,3.07,1.49,2.84,1.4,2.86
36,London,Wimbledon,09/07/06,Grand Slam,Outdoor,Grass,The Final,5,Federer R.,Nadal R.,1,2,7260,4545,6,0,7,6,6,7,6,3,,,3,1,Completed,1.16,5,1.17,5,1.19,5.06,1.183,5.95,1.18,5
