match_id,player_id,pts,rank,winner,sets,1,2,3,4,5,B365W,B365L,total_pts,service_pts,return_pts,aces,bp_saved,bp_faced,first_serve_rtn_won,second_serve_rtn_won,first_serve_in,dbl_faults,first_serve_per
m_2007_F_9,atp_103898,835,36,FALSE,1,7,5,2,3,,,,131,85,46,3,19,28,37,9,106,2,0.642424242
m_2007_F_10,atp_103105,590,63,FALSE,2,6,7,2,5,4,,,156,99,57,2,15,22,23,34,93,8,0.540697674
m_2007_F_11,atp_103401,454,92,FALSE,0,,,,,,,,4,4,0,0,1,1,0,0,5,1,0.555555556
m_2007_F_12,atp_103580,423,98,FALSE,0,1,4,1,,,,,46,29,17,0,1,6,11,6,35,3,0.636363636
m_2007_F_13,atp_103294,235,179,FALSE,1,7,6,4,2,,,,130,83,47,4,7,9,23,24,74,2,0.592
m_2007_F_14,atp_103096,740,45,FALSE,0,1,5,6,,,,,79,56,23,0,4,8,7,16,47,3,0.5
m_2007_F_15,atp_105098,115,304,FALSE,1,3,6,3,4,,,,123,73,50,3,15,22,26,24,86,0,0.637037037
m_2007_F_16,atp_103188,557,68,FALSE,0,4,2,4,,,,,72,56,16,1,7,11,11,5,73,4,0.784946237
m_2007_F_17,atp_103373,484,83,FALSE,0,3,4,2,,,,,74,46,28,0,10,16,14,14,61,1,0.701149425
m_2007_F_18,atp_104154,360,115,FALSE,0,3,5,3,,,,,93,46,47,2,8,16,34,13,62,1,0.666666667
m_2007_F_19,atp_104589,422,99,FALSE,1,7,4,4,1,,,,109,77,32,19,6,10,22,10,67,5,0.572649573
m_2007_F_20,atp_104268,371,111,FALSE,1,3,3,7,6,,,,144,89,55,0,11,16,25,30,98,0,0.680555556
m_2007_F_21,atp_102148,621,55,FALSE,1,7,0,3,3,,,,105,71,34,2,13,21,15,19,76,2,0.558823529
m_2007_F_22,atp_103694,730,47,FALSE,2,6,4,2,6,1,,,134,88,46,0,14,22,21,25,95,2,0.605095541
m_2007_F_23,atp_104025,552,69,FALSE,1,7,3,3,4,,,,116,83,33,10,10,16,23,10,78,3,0.565217391
m_2007_F_24,atp_103228,245,174,FALSE,0,1,1,,,,,,34,18,16,2,3,7,10,6,25,2,0.595238095
m_2007_F_25,atp_103794,744,43,FALSE,0,3,1,3,,,,,69,41,28,4,4,10,12,16,43,1,0.597222222
m_2007_F_26,atp_103592,221,186,FALSE,1,6,2,2,0,,,,85,57,28,4,7,14,12,16,55,3,0.523809524
m_2007_F_27,atp_103917,395,107,FALSE,0,3,2,2,,,,,62,44,18,3,9,15,8,10,59,2,0.670454545
m_2007_F_28,atp_103534,457,91,FALSE,0,4,3,3,,,,,84,53,31,1,6,11,9,22,61,0,0.655913978
m_2007_F_29,atp_102703,766,42,FALSE,1,2,1,6,3,,,,95,57,38,3,7,14,21,17,70,3,0.636363636
m_2007_F_30,atp_102925,287,150,FALSE,0,4,4,4,,,,,83,59,24,4,9,13,10,14,72,3,0.699029126
m_2007_F_31,atp_103852,546,73,FALSE,0,2,4,6,,,,,89,69,20,7,8,12,11,9,70,2,0.603448276
m_2007_F_32,atp_103035,321,135,FALSE,1,3,4,6,3,,,,115,76,39,6,13,17,23,16,69,4,0.579831933
m_2007_F_33,atp_103821,408,103,FALSE,0,2,4,3,,,,,62,47,15,1,4,9,9,6,61,1,0.717647059
m_2007_F_34,atp_103206,593,62,FALSE,0,3,2,4,,,,,72,50,22,3,7,11,9,13,57,1,0.686746988
m_2007_F_35,atp_104417,965,28,FALSE,0,6,1,,,,,,51,37,14,7,0,1,9,5,31,1,0.525423729
m_2007_F_36,atp_105559,15,820,FALSE,1,1,6,2,4,,,,92,56,36,5,4,11,20,16,53,8,0.519607843
m_2007_F_37,atp_104053,2930,3,FALSE,1,6,4,3,4,,,,115,75,40,5,7,11,25,15,77,3,0.611111111
m_2007_F_38,atp_103632,485,82,FALSE,2,4,5,6,7,2,,,157,100,57,11,5,14,41,16,115,8,0.680473373
m_2007_F_39,atp_104160,429,96,FALSE,2,2,6,5,6,15,,,216,151,65,18,13,20,41,24,153,8,0.6375
m_2007_F_40,atp_103018,635,54,FALSE,0,3,1,3,,,,,64,44,20,4,5,11,13,7,48,7,0.558139535
m_2007_F_41,atp_102860,955,29,FALSE,1,4,7,6,5,,,,162,105,57,13,9,14,33,24,103,6,0.595375723
m_2007_F_42,atp_102450,650,53,FALSE,0,4,3,2,,,,,79,51,28,3,12,17,14,14,59,1,0.627659574
m_2007_F_43,atp_102967,776,41,FALSE,2,6,3,6,4,3,,,144,87,57,10,6,13,32,25,74,4,0.5
m_2007_F_44,atp_104081,237,178,FALSE,0,6,4,4,,,,,103,66,37,1,6,9,19,18,73,3,0.675925926
m_2007_F_45,atp_103103,1038,27,FALSE,2,2,7,7,4,3,,,149,101,48,4,11,19,22,26,93,9,0.550295858
m_2007_F_46,atp_103429,340,127,FALSE,2,7,7,3,3,1,,,145,96,49,14,7,15,23,26,106,4,0.666666667
m_2007_F_47,atp_105023,557,67,FALSE,2,6,6,0,7,3,,,148,100,48,13,13,19,27,21,87,8,0.568627451
m_2007_F_48,atp_102563,524,79,FALSE,0,5,6,6,,,,,122,88,34,8,12,16,16,18,92,1,0.630136986
m_2007_F_49,atp_104229,408,104,FALSE,0,3,2,6,,,,,66,50,16,3,6,10,11,5,53,5,0.569892473
m_2007_F_50,atp_103602,2810,5,FALSE,0,2,2,4,,,,,69,50,19,2,6,11,10,9,64,2,0.695652174
m_2007_F_51,atp_102434,565,66,FALSE,1,6,4,4,3,,,,115,67,48,3,12,19,23,25,72,3,0.610169492
m_2007_F_52,atp_104252,818,37,FALSE,0,3,4,2,,,,,76,47,29,2,4,9,15,14,49,2,0.583333333
m_2007_F_53,atp_105223,608,59,FALSE,0,5,3,2,,,,,74,48,26,0,12,20,12,14,67,3,0.705263158
m_2007_F_54,atp_103484,2180,8,FALSE,1,6,4,5,5,,,,121,90,31,1,8,11,21,10,85,1,0.62962963
m_2007_F_55,atp_103470,478,86,FALSE,1,1,6,2,1,,,,77,47,30,7,7,15,16,14,55,6,0.55
m_2007_F_56,atp_103857,458,90,FALSE,0,3,0,2,,,,,42,27,15,0,5,11,7,8,39,1,0.696428571
m_2007_F_57,atp_104068,720,48,FALSE,2,4,6,7,4,2,,,160,93,67,6,12,19,47,20,106,5,0.6625
m_2007_F_58,atp_104607,2020,12,FALSE,0,5,4,4,,,,,84,58,26,4,7,13,11,15,71,4,0.651376147
m_2007_F_59,atp_103110,372,110,FALSE,0,1,1,2,,,,,53,30,23,2,5,13,13,10,35,3,0.466666667
m_2007_F_60,atp_104559,533,76,FALSE,0,6,3,2,,,,,96,58,38,1,8,15,26,12,61,3,0.54954955
m_2007_F_61,atp_105053,341,123,FALSE,0,3,6,4,,,,,98,54,44,5,7,11,23,21,61,2,0.642105263
m_2007_F_62,atp_103700,405,106,FALSE,0,6,0,2,,,,,63,45,18,3,1,7,12,6,50,3,0.595238095
m_2007_F_63,atp_104312,429,95,FALSE,2,1,6,3,6,0,,,119,68,51,3,5,12,27,24,72,5,0.580645161
m_2007_F_64,atp_103498,1095,25,FALSE,0,4,4,5,,,,,97,56,41,5,5,11,21,20,57,5,0.558823529
m_2007_F_65,atp_104755,1900,13,FALSE,0,6,3,1,,,,,80,43,37,5,7,14,22,15,55,3,0.611111111
m_2007_F_66,atp_103077,301,146,FALSE,0,4,5,4,,,,,94,63,31,0,8,14,20,11,69,6,0.621621622
m_2007_F_67,atp_104620,538,75,FALSE,0,4,3,3,,,,,84,52,32,2,5,10,12,20,63,2,0.7
m_2007_F_68,atp_104597,810,38,FALSE,2,6,2,7,4,4,,,156,94,62,23,3,8,31,31,81,3,0.5625
m_2007_F_69,atp_102381,442,93,FALSE,0,5,3,1,,,,,67,44,23,2,5,12,8,15,61,4,0.655913978
m_2007_F_70,atp_102839,568,65,FALSE,0,3,0,4,,,,,58,40,18,3,2,7,8,10,45,2,0.652173913
m_2007_F_71,atp_102905,552,70,FALSE,0,4,5,3,,,,,96,54,42,7,10,19,28,14,73,5,0.675925926
m_2007_F_72,atp_103781,920,30,FALSE,0,2,3,2,,,,,55,40,15,2,2,7,5,10,48,1,0.695652174
m_2007_F_73,atp_103506,603,60,FALSE,0,6,5,2,,,,,100,58,42,2,5,11,37,5,66,4,0.605504587
m_2007_F_74,atp_103868,417,102,FALSE,0,5,4,4,,,,,91,63,28,13,5,9,17,11,56,2,0.565656566
m_2007_F_75,atp_104122,424,97,FALSE,0,2,4,2,,,,,65,46,19,1,9,15,14,5,55,0,0.604395604
m_2007_F_76,atp_103428,1275,21,FALSE,1,6,3,3,1,,,,105,68,37,2,12,18,19,18,72,8,0.566929134
m_2007_F_77,atp_103285,610,58,FALSE,2,6,1,6,4,4,,,143,81,62,12,6,12,37,25,82,3,0.589928058
m_2007_F_78,atp_103693,257,168,FALSE,0,1,2,6,,,,,95,65,30,3,16,21,17,13,79,5,0.669491525
m_2007_F_79,atp_103292,550,72,FALSE,2,6,6,2,4,2,,,131,82,49,6,6,11,24,25,94,13,0.712121212
m_2007_F_80,atp_104397,115,306,FALSE,1,3,6,3,1,,,,93,60,33,0,5,11,19,14,58,0,0.537037037
m_2007_F_81,atp_103709,499,81,FALSE,0,5,3,4,,,,,83,54,29,0,7,12,11,18,66,3,0.680412371
m_2007_F_82,atp_103151,473,88,FALSE,2,5,3,6,6,4,,,170,84,86,10,4,12,49,37,87,7,0.630434783
m_2007_F_83,atp_102539,205,199,FALSE,2,6,2,6,6,2,,,157,103,54,14,16,22,20,34,102,11,0.607142857
m_2007_F_84,atp_104515,335,130,FALSE,0,1,1,4,,,,,50,32,18,4,5,12,10,8,47,1,0.671428571
m_2007_F_85,atp_104198,579,64,FALSE,0,6,2,0,,,,,78,44,34,1,7,14,18,16,56,0,0.629213483
m_2007_F_86,atp_104527,740,44,FALSE,1,4,3,7,3,,,,121,78,43,11,7,11,19,24,70,1,0.569105691
m_2007_F_87,atp_103333,479,85,FALSE,2,6,6,4,6,3,,,149,100,49,32,10,12,28,21,100,3,0.694444444
m_2007_F_88,atp_104259,890,32,FALSE,0,6,1,1,,,,,76,45,31,1,5,11,20,11,56,6,0.636363636
m_2007_F_89,atp_103701,465,89,FALSE,0,4,3,6,,,,,90,53,37,2,4,10,28,9,69,2,0.71875
m_2007_F_90,atp_105208,481,84,FALSE,1,1,2,6,6,,,,96,64,32,12,5,10,19,13,66,6,0.622641509
m_2007_F_91,atp_104262,171,227,FALSE,0,2,1,4,,,,,63,39,24,0,3,10,12,12,56,2,0.682926829
m_2007_F_92,atp_103722,525,77,FALSE,0,4,2,4,,,,,81,64,17,4,10,14,9,8,69,4,0.616071429
m_2007_F_93,atp_104098,1150,24,FALSE,0,4,4,4,,,,,84,56,28,7,1,6,16,12,56,2,0.583333333
m_2007_F_94,atp_104468,620,56,FALSE,1,6,4,1,6,,,,139,87,52,9,12,18,21,31,92,4,0.575
m_2007_F_95,atp_103454,715,49,FALSE,1,3,6,3,5,,,,115,80,35,2,11,17,18,17,88,5,0.615384615
m_2007_F_96,atp_103507,1355,20,FALSE,1,7,6,2,2,,,,126,76,50,2,9,18,24,26,91,1,0.636363636
m_2007_F_97,atp_103808,619,57,FALSE,0,2,3,0,,,,,56,34,22,1,5,11,8,14,40,2,0.579710145
m_2007_F_98,atp_104273,307,144,FALSE,0,4,2,4,,,,,76,54,22,3,4,9,12,10,64,1,0.688172043
m_2007_F_99,atp_103566,475,87,FALSE,0,4,2,4,,,,,70,53,17,6,9,14,10,7,65,3,0.656565657
m_2007_F_100,atp_104792,657,52,FALSE,1,6,7,4,6,,,,158,104,54,25,8,10,25,29,102,3,0.64556962
m_2007_F_101,atp_103344,2260,7,FALSE,2,4,7,6,3,4,,,160,95,65,16,8,15,51,14,93,3,0.592356688
m_2007_F_102,atp_104386,501,80,FALSE,0,3,4,0,,,,,59,41,18,3,1,6,12,6,49,0,0.6125
m_2007_F_103,atp_104019,544,74,FALSE,1,2,2,6,3,,,,85,58,27,2,6,13,9,18,64,0,0.64
m_2007_F_104,atp_103169,594,61,FALSE,1,7,3,0,1,,,,94,52,42,3,4,13,20,22,65,7,0.625
m_2007_F_105,atp_103908,800,40,FALSE,0,6,0,3,,,,,76,41,35,3,5,11,27,8,44,1,0.55
m_2007_F_106,atp_104225,418,100,FALSE,0,2,2,,,,,,35,19,16,0,1,6,1,15,27,1,0.642857143
m_2007_F_107,atp_103976,323,134,FALSE,0,1,3,5,,,,,73,48,25,1,10,17,9,16,70,1,0.752688172
m_2007_F_108,atp_103535,337,129,FALSE,2,6,6,6,6,3,,,165,113,52,8,14,16,28,24,96,6,0.561403509
m_2007_F_109,atp_103656,715,50,FALSE,0,1,3,2,,,,,86,62,24,3,13,19,15,9,64,13,0.507936508
m_2007_F_110,atp_103813,1170,23,FALSE,1,6,3,5,2,,,,118,70,48,4,6,11,9,39,68,3,0.601769912
m_2007_F_111,atp_103970,1725,14,FALSE,1,6,6,3,3,,,,137,84,53,6,12,18,33,20,108,4,0.715231788
m_2007_F_112,atp_103835,872,34,FALSE,0,2,5,1,,,,,63,40,23,0,4,13,13,10,67,3,0.744444444
m_2007_F_113,atp_104022,1685,15,FALSE,0,6,4,4,,,,,96,64,32,3,4,8,15,17,54,2,0.490909091
m_2007_F_114,atp_104338,860,35,FALSE,0,0,4,2,,,,,54,31,23,1,4,12,6,17,46,1,0.597402597
m_2007_F_115,atp_103900,1415,18,FALSE,1,3,6,6,6,,,,144,89,55,1,7,12,30,25,104,5,0.662420382
m_2007_F_116,atp_104269,695,51,FALSE,0,3,3,6,,,,,106,67,39,3,15,19,26,13,86,2,0.74137931
m_2007_F_117,atp_102035,805,39,FALSE,0,6,2,5,,,,,100,61,39,3,7,13,16,23,58,1,0.513274336
m_2007_F_118,atp_103720,1540,16,FALSE,0,3,1,6,,,,,71,43,28,8,3,9,14,14,47,3,0.573170732
m_2007_F_119,atp_104571,1375,19,FALSE,1,6,1,3,4,,,,102,63,39,4,5,12,27,12,53,2,0.481818182
m_2007_F_120,atp_103990,2100,9,FALSE,1,5,6,1,2,,,,81,55,26,2,4,11,9,17,78,2,0.764705882
m_2007_F_121,atp_103084,1272,22,FALSE,0,5,4,4,,,,,107,67,40,8,12,17,23,17,61,1,0.525862069
m_2007_F_122,atp_104214,340,125,FALSE,0,3,3,3,,,,,84,47,37,2,5,10,20,17,55,3,0.670731707
m_2007_F_123,atp_102845,1080,26,FALSE,0,4,3,0,,,,,66,44,22,2,5,12,16,6,50,3,0.561797753
m_2007_F_124,atp_103786,2840,4,FALSE,0,5,6,6,,,,,135,84,51,2,11,15,15,36,95,5,0.678571429
m_2007_F_125,atp_104925,2810,6,FALSE,0,5,4,2,,,,,75,49,26,3,3,9,16,10,68,1,0.715789474
m_2007_F_126,atp_103819,7515,1,FALSE,1,3,6,3,4,,,,119,73,46,9,6,10,32,14,76,1,0.644067797
m_2006_F_0,atp_103701,265,157,FALSE,0,5,6,2,,,,,109,73,36,0,15,21,22,14,92,2,0.691729323
m_2006_F_1,atp_102202,392,112,FALSE,1,3,4,6,4,,,,108,69,39,4,3,7,21,18,72,1,0.654545455
m_2006_F_2,atp_102548,365,120,FALSE,0,5,3,3,,,,,86,58,28,3,9,14,14,14,63,3,0.642857143
m_2006_F_3,atp_104527,683,57,FALSE,0,2,6,4,,,,,109,66,43,6,13,18,19,24,61,7,0.480314961
m_2006_F_4,atp_102720,399,109,FALSE,0,4,2,2,,,,,77,49,28,1,7,13,18,10,57,3,0.606382979
m_2006_F_5,atp_102148,777,51,FALSE,2,3,1,6,6,9,,,163,102,61,6,7,14,21,40,92,1,0.547619048
m_2006_F_6,atp_101885,197,209,FALSE,0,5,2,2,,,,,66,48,18,11,9,14,15,3,46,4,0.56097561
m_2006_F_7,atp_103516,205,195,FALSE,1,3,6,6,1,,,,118,78,40,5,2,5,25,15,78,6,0.672413793
m_2006_F_8,atp_103852,790,48,FALSE,0,2,4,3,,,,,69,46,23,4,7,11,12,11,50,2,0.609756098
m_2006_F_9,atp_103387,845,39,FALSE,0,0,4,6,,,,,69,45,24,1,2,8,14,10,47,2,0.55952381
m_2006_F_10,atp_104081,612,64,FALSE,0,4,3,4,,,,,82,57,25,4,4,9,9,16,61,2,0.62244898
m_2006_F_11,atp_102257,830,42,FALSE,1,3,1,6,6,,,,136,83,53,6,6,12,22,31,90,8,0.6
m_2006_F_12,atp_102434,570,72,FALSE,0,5,4,4,,,,,98,62,36,6,10,15,18,18,62,8,0.568807339
m_2006_F_13,atp_104019,867,36,FALSE,2,6,4,6,6,2,,,168,94,74,11,11,18,46,28,92,5,0.605263158
m_2006_F_14,atp_102925,445,92,FALSE,0,4,4,2,,,,,76,45,31,2,3,10,22,9,55,3,0.617977528
m_2006_F_15,atp_105223,307,140,FALSE,1,3,6,2,4,,,,121,71,50,3,6,12,28,22,94,3,0.752
m_2006_F_16,atp_104252,538,78,FALSE,2,6,0,6,6,5,,,158,97,61,3,11,19,33,28,102,3,0.610778443
m_2006_F_17,atp_104499,450,91,FALSE,0,4,1,5,,,,,78,58,20,3,9,15,6,14,65,4,0.601851852
m_2006_F_18,atp_104056,225,180,FALSE,0,2,2,2,,,,,58,35,23,3,3,9,13,10,43,0,0.623188406
m_2006_F_19,atp_103035,509,81,FALSE,0,5,6,3,,,,,94,59,35,2,0,4,18,17,53,0,0.569892473
m_2006_F_20,atp_102318,494,84,FALSE,0,3,2,3,,,,,74,51,23,1,11,17,10,13,70,1,0.7
m_2006_F_21,atp_103781,580,70,FALSE,0,6,3,1,,,,,78,55,23,8,10,14,11,12,65,1,0.677083333
m_2006_F_22,atp_103395,192,212,FALSE,1,5,2,7,6,,,,129,87,42,3,14,22,17,25,112,1,0.727272727
m_2006_F_23,atp_103594,454,90,FALSE,1,3,5,7,2,,,,121,91,30,2,13,18,13,17,94,0,0.643835616
m_2006_F_24,atp_104312,586,69,FALSE,2,4,6,6,5,1,,,133,86,47,6,9,15,23,24,89,7,0.613793103
m_2006_F_25,atp_103325,560,74,FALSE,2,6,6,6,7,2,,,170,127,43,13,6,9,30,13,144,5,0.74611399
m_2006_F_26,atp_103598,856,37,FALSE,2,1,5,6,6,7,,,166,91,75,12,10,18,38,37,90,3,0.580645161
m_2006_F_27,atp_104180,605,66,FALSE,0,3,1,6,,,,,68,53,15,8,8,12,5,10,61,3,0.693181818
m_2006_F_28,atp_104417,778,50,FALSE,0,2,5,1,,,,,75,48,27,2,14,22,14,13,73,1,0.73
m_2006_F_29,atp_103808,542,77,FALSE,2,7,6,4,6,3,,,181,104,77,1,7,13,45,32,141,2,0.815028902
m_2006_F_30,atp_103813,1480,16,FALSE,0,2,6,1,,,,,70,40,30,2,4,10,10,20,46,2,0.58974359
m_2006_F_31,atp_103566,361,122,FALSE,0,4,4,2,,,,,72,53,19,5,6,10,9,10,51,1,0.607142857
m_2006_F_32,atp_102562,415,101,FALSE,0,2,3,2,,,,,72,47,25,1,8,13,7,18,52,6,0.590909091
m_2006_F_33,atp_102834,668,58,FALSE,0,2,0,3,,,,,68,41,27,0,13,20,23,4,52,6,0.565217391
m_2006_F_34,atp_103709,299,143,FALSE,0,4,6,4,,,,,96,55,41,2,9,16,31,10,68,4,0.62962963
m_2006_F_35,atp_104182,253,166,FALSE,1,3,3,6,0,,,,101,48,53,1,2,11,23,30,66,2,0.647058824
m_2006_F_36,atp_102287,481,85,FALSE,1,4,4,7,1,,,,108,72,36,4,6,13,12,24,75,2,0.6
m_2006_F_37,atp_104386,412,104,FALSE,1,2,4,7,3,,,,128,79,49,6,5,12,34,15,87,5,0.608391608
m_2006_F_38,atp_102035,558,75,FALSE,0,2,5,2,,,,,74,51,23,6,6,13,10,13,64,3,0.673684211
m_2006_F_39,atp_103632,802,46,FALSE,0,3,0,,,,,,34,27,7,1,4,8,5,2,32,2,0.603773585
m_2006_F_40,atp_104198,414,102,FALSE,0,5,1,0,,,,,61,31,30,2,4,11,18,12,36,3,0.486486486
m_2006_F_41,atp_103498,745,53,FALSE,1,3,6,3,1,,,,107,69,38,7,19,26,21,17,76,3,0.571428571
m_2006_F_42,atp_102783,563,73,FALSE,0,4,3,3,,,,,71,50,21,2,7,12,9,12,57,2,0.633333333
m_2006_F_43,atp_104468,791,47,FALSE,0,4,2,3,,,,,70,42,28,3,6,13,15,13,53,0,0.623529412
m_2006_F_44,atp_103401,435,96,FALSE,1,6,6,2,0,,,,121,61,60,4,5,14,37,23,74,4,0.621848739
m_2006_F_45,atp_103373,368,117,FALSE,2,4,2,6,6,3,,,126,72,54,2,6,12,22,32,81,1,0.710526316
m_2006_F_46,atp_103535,333,132,FALSE,0,6,6,6,,,,,117,91,26,4,2,2,13,13,91,1,0.764705882
m_2006_F_47,atp_103009,362,121,FALSE,0,3,2,2,,,,,83,47,36,1,8,15,26,10,69,3,0.711340206
m_2006_F_48,atp_104122,503,82,FALSE,0,2,0,3,,,,,61,48,13,2,11,18,10,3,59,3,0.584158416
m_2006_F_49,atp_104053,2585,5,FALSE,0,4,5,0,,,,,57,42,15,7,5,9,7,8,41,3,0.539473684
m_2006_F_50,atp_103451,629,62,FALSE,0,4,2,1,,,,,74,42,32,1,12,20,19,13,47,1,0.489583333
m_2006_F_51,atp_103369,395,111,FALSE,0,3,2,4,,,,,77,53,24,5,15,21,14,10,63,5,0.63
m_2006_F_52,atp_104918,817,45,FALSE,2,4,7,6,2,1,,,161,87,74,0,14,23,38,36,107,3,0.660493827
m_2006_F_53,atp_104068,1475,17,FALSE,1,3,7,1,4,,,,104,65,39,1,8,15,20,19,76,1,0.666666667
m_2006_F_54,atp_103228,459,88,FALSE,1,2,4,6,2,,,,97,56,41,5,9,16,24,17,66,0,0.640776699
m_2006_F_55,atp_103737,39,561,FALSE,0,1,3,3,,,,,60,40,20,0,6,12,12,8,66,3,0.804878049
m_2006_F_56,atp_103693,319,135,FALSE,1,6,4,7,3,,,,134,85,49,8,4,9,30,19,97,5,0.692857143
m_2006_F_57,atp_102563,1455,18,FALSE,2,6,7,4,4,2,,,152,95,57,25,10,16,23,34,77,4,0.493589744
m_2006_F_58,atp_103726,289,147,FALSE,0,1,4,2,,,,,54,41,13,1,6,11,8,5,44,2,0.602739726
m_2006_F_59,atp_103110,742,54,FALSE,1,6,6,3,3,,,,117,88,29,10,6,9,11,18,71,1,0.529850746
m_2006_F_60,atp_103503,598,67,FALSE,1,1,6,5,4,,,,115,68,47,8,16,23,20,27,81,3,0.623076923
m_2006_F_61,atp_103917,516,80,FALSE,1,3,6,7,6,,,,161,93,68,6,4,8,43,25,102,1,0.68
m_2006_F_62,atp_103428,845,38,FALSE,1,1,3,7,4,,,,115,73,42,2,8,17,32,10,95,6,0.664335664
m_2006_F_63,atp_102950,460,87,FALSE,1,4,6,6,6,,,,141,88,53,4,6,11,27,26,104,3,0.732394366
m_2006_F_64,atp_104154,355,125,FALSE,0,5,3,6,,,,,104,80,24,5,10,13,8,16,89,3,0.674242424
m_2006_F_65,atp_103835,716,55,FALSE,0,3,1,1,,,,,55,29,26,0,6,14,11,15,53,0,0.726027397
m_2006_F_66,atp_103581,457,89,FALSE,0,2,1,,,,,,37,31,6,2,4,8,3,3,39,1,0.629032258
m_2006_F_67,atp_104076,1090,29,FALSE,1,6,6,3,1,,,,122,79,43,3,6,12,23,20,80,1,0.610687023
m_2006_F_68,atp_104268,309,139,FALSE,0,1,4,3,,,,,60,47,13,4,6,11,6,7,57,1,0.662790698
m_2006_F_69,atp_104259,499,83,FALSE,0,2,4,2,,,,,65,39,26,6,7,14,13,13,46,1,0.582278481
m_2006_F_70,atp_105095,283,151,FALSE,2,3,7,4,6,4,,,156,89,67,5,8,15,40,27,88,6,0.628571429
m_2006_F_71,atp_102967,378,115,FALSE,2,0,1,7,6,9,,,174,111,63,8,16,25,25,38,120,3,0.591133005
m_2006_F_72,atp_103018,785,49,FALSE,0,4,5,4,,,,,77,61,16,9,7,11,7,9,55,8,0.567010309
m_2006_F_73,atp_102999,264,158,FALSE,2,5,1,6,6,4,,,140,97,43,2,10,14,28,15,91,6,0.598684211
m_2006_F_74,atp_104022,830,43,FALSE,0,3,4,2,,,,,79,48,31,1,5,9,11,20,55,2,0.670731707
m_2006_F_75,atp_104755,835,40,FALSE,1,2,6,5,0,,,,106,67,39,7,8,16,21,18,75,6,0.6
m_2006_F_76,atp_102839,342,129,FALSE,0,1,4,1,,,,,69,41,28,2,9,17,6,22,59,1,0.702380952
m_2006_F_77,atp_104571,1399,19,FALSE,2,6,4,3,7,4,,,163,106,57,9,12,17,37,20,91,3,0.548192771
m_2006_F_78,atp_103602,1780,9,FALSE,2,4,1,6,6,1,,,123,71,52,9,4,10,30,22,73,4,0.640350877
m_2006_F_79,atp_102565,440,94,FALSE,1,4,5,7,4,,,,136,90,46,14,3,7,20,26,89,4,0.644927536
m_2006_F_80,atp_104515,191,213,FALSE,0,5,3,3,,,,,89,47,42,1,10,18,19,23,62,7,0.639175258
m_2006_F_81,atp_103333,771,52,FALSE,2,6,4,7,5,2,,,151,108,43,31,12,16,18,25,119,1,0.739130435
m_2006_F_82,atp_103169,337,131,FALSE,1,3,7,1,2,,,,105,69,36,1,2,7,12,24,73,1,0.634782609
m_2006_F_83,atp_104010,64,438,FALSE,0,3,3,3,,,,,78,44,34,1,3,10,20,14,57,1,0.670588235
m_2006_F_84,atp_103722,822,44,FALSE,0,0,6,6,,,,,97,62,35,3,5,11,23,12,64,1,0.556521739
m_2006_F_85,atp_101868,396,110,FALSE,2,6,3,7,0,5,,,134,91,43,4,8,15,19,24,100,7,0.641025641
m_2006_F_86,atp_103294,555,76,FALSE,0,2,,,,,,,25,16,9,0,6,7,4,5,18,2,0.580645161
m_2006_F_87,atp_104592,262,160,FALSE,1,5,2,6,1,,,,86,60,26,9,1,7,20,6,56,2,0.549019608
m_2006_F_88,atp_103181,416,100,FALSE,0,2,0,2,,,,,62,43,19,7,10,17,13,6,60,4,0.625
m_2006_F_89,atp_102106,610,65,FALSE,0,3,3,1,,,,,61,45,16,4,4,9,4,12,50,1,0.609756098
m_2006_F_90,atp_102450,570,71,FALSE,1,3,2,6,4,,,,125,67,58,3,8,14,22,36,75,1,0.63559322
m_2006_F_91,atp_103206,1340,21,FALSE,2,6,4,6,5,2,,,152,88,64,3,14,23,50,14,85,0,0.570469799
m_2006_F_92,atp_104871,60,455,FALSE,1,1,4,6,1,,,,97,55,42,2,12,20,22,20,71,8,0.612068966
m_2006_F_93,atp_104269,1005,31,FALSE,1,6,4,4,1,,,,123,74,49,2,13,22,37,12,104,4,0.748201439
m_2006_F_94,atp_103240,370,116,FALSE,0,2,1,4,,,,,67,47,20,2,10,15,15,5,53,1,0.595505618
m_2006_F_95,atp_104597,834,41,FALSE,1,7,2,4,4,,,,122,90,32,7,6,11,13,19,91,2,0.594771242
m_2006_F_96,atp_103656,411,105,FALSE,0,1,2,4,,,,,52,34,18,0,6,12,10,8,47,3,0.643835616
m_2006_F_97,atp_103017,1590,13,FALSE,0,1,,,,,,,12,9,3,2,2,4,1,2,9,2,0.473684211
m_2006_F_98,atp_102845,905,33,FALSE,0,1,5,3,,,,,76,50,26,2,10,17,15,11,55,1,0.55
m_2006_F_99,atp_103454,885,35,FALSE,1,1,2,7,5,,,,102,69,33,4,5,12,18,15,77,5,0.647058824
m_2006_F_100,atp_103507,1145,27,FALSE,0,5,5,6,,,,,115,75,40,2,14,20,22,18,98,0,0.753846154
m_2006_F_101,atp_104098,900,34,FALSE,2,6,7,4,2,4,,,142,88,54,10,5,11,28,26,85,3,0.620437956
m_2006_F_102,atp_104160,465,86,FALSE,0,1,4,2,,,,,75,42,33,1,6,12,24,9,57,5,0.662790698
m_2006_F_103,atp_103171,367,118,FALSE,2,6,4,3,6,1,,,129,84,45,8,4,10,30,15,78,8,0.549295775
