match_id,player_id,pts,rank,winner,sets,1,2,3,4,5,B365W,B365L,total_pts,service_pts,return_pts,aces,bp_saved,bp_faced,first_serve_rtn_won,second_serve_rtn_won,first_serve_in,dbl_faults,first_serve_per
m_2019_A_0,atp_104731,4810,6,TRUE,3,6,5,6,6,,1.06,10,124,73,51,14,5,7,29,22,71,5,0.645454545
m_2019_A_1,atp_105932,1820,20,TRUE,3,6,4,7,6,,1.2,4.5,142,92,50,11,10,15,17,33,90,9,0.620689655
m_2019_A_2,atp_105430,585,98,TRUE,3,3,6,6,6,,2.1,1.72,132,73,59,10,8,13,27,32,90,1,0.72
m_2019_A_3,atp_105882,401,137,TRUE,3,6,6,6,6,,1.4,3,127,82,45,23,5,6,16,29,63,3,0.543103448
m_2019_A_4,atp_104269,1410,28,TRUE,3,7,6,6,,,1.5,2.62,110,63,47,21,1,2,29,18,58,6,0.666666667
m_2019_A_5,atp_104655,616,94,TRUE,3,6,7,6,,,3.2,1.36,103,54,49,5,3,5,23,26,46,0,0.575
m_2019_A_7,atp_126774,2095,15,TRUE,3,6,6,6,7,,2.1,1.72,135,96,39,15,2,2,16,23,88,4,0.6875
m_2019_A_8,atp_105777,1790,21,TRUE,3,4,6,6,6,,1.36,3.2,128,77,51,18,3,4,22,29,69,8,0.616071429
m_2019_A_9,atp_126207,1080,39,TRUE,3,7,6,6,,,1.06,10,99,64,35,7,4,6,21,14,59,3,0.655555556
m_2019_A_10,atp_104745,7480,2,TRUE,3,6,6,7,,,1.28,3.75,107,56,51,6,1,3,22,29,54,2,0.666666667
m_2019_A_11,atp_105341,573,102,TRUE,3,6,7,2,6,,1.05,11,133,84,49,3,6,10,25,24,99,3,0.733333333
m_2019_A_12,atp_124187,593,97,TRUE,3,7,7,6,7,,2,1.8,142,116,26,40,1,2,14,12,87,6,0.57615894
m_2019_A_13,atp_106043,1925,16,TRUE,3,6,6,4,6,,2.62,1.5,109,64,45,9,2,3,26,19,55,2,0.647058824
m_2019_A_14,atp_105554,266,189,TRUE,3,7,6,7,,,1.11,6.5,108,71,37,9,2,2,10,27,62,2,0.626262626
m_2019_A_15,atp_106045,818,62,TRUE,3,5,1,6,6,6,1.36,3.2,141,93,48,19,14,17,24,24,87,11,0.612676056
m_2019_A_16,atp_111575,2835,11,TRUE,3,3,6,6,6,,1.28,3.75,120,67,53,15,1,3,22,31,59,4,0.595959596
m_2019_A_17,atp_200282,1353,29,TRUE,3,6,7,6,,,1.11,6.5,97,62,35,5,1,2,18,17,60,2,0.674157303
m_2019_A_18,atp_104678,252,200,TRUE,3,6,1,2,6,6,1.04,13,116,79,37,12,2,6,21,16,78,0,0.614173228
m_2019_A_19,atp_111456,692,81,TRUE,3,6,6,2,6,,1.3,3.5,124,74,50,8,7,11,20,30,63,4,0.552631579
m_2019_A_20,atp_105967,319,166,TRUE,3,6,7,4,6,,3.4,1.33,140,90,50,20,5,9,26,24,95,2,0.698529412
m_2019_A_21,atp_104607,865,57,TRUE,3,6,6,7,,,1.72,2.1,94,58,36,12,1,1,18,18,49,1,0.653333333
m_2019_A_22,atp_111442,740,72,TRUE,3,6,7,6,,,1.44,2.75,98,64,34,9,0,0,16,18,60,1,0.740740741
m_2019_A_24,atp_104312,1170,35,TRUE,3,6,4,6,6,,1.33,3.4,111,78,33,12,5,6,10,23,62,5,0.574074074
m_2019_A_25,atp_104792,1195,33,TRUE,3,6,6,6,,,2.3,1.61,93,51,42,10,4,5,25,17,45,3,0.6
m_2019_A_26,atp_106415,758,69,TRUE,3,6,7,4,6,,1.8,2,157,101,56,10,19,22,19,37,109,2,0.698717949
m_2019_A_27,atp_105357,1108,37,TRUE,3,6,3,7,6,,1.53,2.5,127,80,47,11,8,11,26,21,80,3,0.695652174
m_2019_A_28,atp_126203,964,50,TRUE,3,6,7,6,,,1.72,2.1,117,73,44,15,5,6,21,23,66,1,0.647058824
m_2019_A_29,atp_105138,1605,24,TRUE,3,6,6,6,6,6,1.25,4,164,113,51,7,4,5,19,32,107,0,0.727891156
m_2019_A_30,atp_105227,4160,7,TRUE,3,6,6,7,,,2,1.8,110,68,42,24,5,6,26,16,63,2,0.677419355
m_2019_A_31,atp_103819,6420,3,TRUE,3,6,6,6,,,1.2,4.5,100,62,38,14,0,0,24,14,46,2,0.56097561
m_2019_A_32,atp_104926,2315,13,TRUE,2,7,7,3,,,1.25,4,107,69,38,12,8,10,22,16,68,3,0.666666667
m_2019_A_33,atp_125802,658,84,TRUE,2,4,7,6,4,,1.03,15,138,74,64,8,10,13,25,39,70,12,0.588235294
m_2019_A_34,atp_104919,920,53,TRUE,3,7,7,4,6,,1.44,2.75,141,99,42,19,1,2,18,24,80,5,0.62992126
m_2019_A_35,atp_105453,3750,9,TRUE,2,3,6,6,6,3,1.44,2.75,132,73,59,6,6,8,23,36,73,3,0.669724771
m_2019_A_38,atp_105992,660,83,TRUE,3,6,7,6,,,1.8,2,93,56,37,20,0,0,18,19,42,0,0.636363636
m_2019_A_39,atp_106421,1865,19,TRUE,3,6,6,6,,,1.02,17,92,52,40,7,4,4,19,21,43,4,0.597222222
m_2019_A_40,atp_103333,739,73,TRUE,3,6,7,7,7,,2.62,1.5,152,121,31,39,3,4,20,11,111,5,0.702531646
m_2019_A_41,atp_106432,2435,12,TRUE,3,6,6,6,,,1.2,4.5,95,58,37,16,3,3,22,15,50,3,0.632911392
m_2019_A_42,atp_111202,1585,25,TRUE,3,6,6,6,6,6,1.61,2.3,164,110,54,10,1,2,30,24,101,2,0.696551724
m_2019_A_43,atp_106109,343,155,TRUE,3,4,6,6,6,,1.16,5,123,75,48,22,2,4,29,19,63,3,0.617647059
m_2019_A_44,atp_105311,1017,44,TRUE,3,7,4,7,4,6,1.8,2,176,117,59,19,9,13,35,24,119,1,0.672316384
m_2019_A_45,atp_105807,1705,23,TRUE,3,6,2,6,7,6,1.14,5.5,170,108,62,20,2,4,23,39,108,3,0.692307692
m_2019_A_46,atp_105539,599,96,TRUE,3,6,6,6,7,,1.44,2.75,145,97,48,13,8,10,23,25,81,3,0.574468085
m_2019_A_47,atp_104468,1280,30,TRUE,3,7,6,6,,,3.2,1.36,104,67,37,10,3,4,16,21,54,3,0.580645161
m_2019_A_48,atp_100644,6385,4,TRUE,3,6,6,6,,,1.72,2.1,94,52,42,11,1,3,17,25,46,6,0.597402597
m_2019_A_49,atp_105676,1785,22,TRUE,3,6,6,6,,,1.28,3.75,88,43,45,9,1,2,25,20,39,3,0.629032258
m_2019_A_50,atp_133430,1440,27,TRUE,3,6,6,7,,,2.1,1.72,102,66,36,15,2,3,15,21,58,3,0.651685393
m_2019_A_51,atp_106121,691,82,TRUE,0,5,4,,,,1.28,3.75,64,38,26,3,5,7,19,7,38,2,0.62295082
m_2019_A_52,atp_106298,1245,31,TRUE,3,6,7,6,,,1.1,7,102,61,41,20,3,5,20,21,58,1,0.651685393
m_2019_A_53,atp_105657,823,60,TRUE,3,6,6,6,,,1.14,5.5,91,62,29,11,4,5,11,18,53,3,0.602272727
m_2019_A_54,atp_104259,1215,32,TRUE,3,6,6,6,,,1.11,6.5,95,64,31,10,10,10,21,10,45,1,0.5
m_2019_A_56,atp_104871,1120,36,TRUE,3,3,7,6,6,7,4,1.25,185,128,57,29,3,6,23,34,126,8,0.673796791
m_2019_A_57,atp_105936,620,93,TRUE,3,4,0,6,7,6,1.57,2.37,132,84,48,20,1,7,30,18,77,3,0.592307692
m_2019_A_58,atp_200615,360,149,TRUE,3,7,7,6,,,1.57,2.37,121,80,41,16,1,1,24,17,66,4,0.680412371
m_2019_A_59,atp_104527,830,59,TRUE,0,3,3,,,,1.03,15,42,26,16,3,2,4,5,11,21,1,0.488372093
m_2019_A_60,atp_109739,744,71,TRUE,3,6,6,6,,,1.28,3.75,86,53,33,13,1,2,16,17,58,1,0.753246753
m_2019_A_61,atp_104925,9135,1,TRUE,3,6,6,6,,,1.57,2.37,109,51,58,6,1,2,35,23,48,2,0.738461538
m_2019_A_62,atp_105683,1900,17,TRUE,3,6,7,6,,,1.57,2.37,93,69,24,30,0,0,17,7,58,1,0.725
m_2019_A_63,atp_106233,4095,8,TRUE,3,6,6,5,1,6,1.44,2.75,166,106,60,9,9,14,19,41,104,13,0.581005587
m_2019_A_64,atp_106043,1925,16,TRUE,3,6,7,3,6,6,1.25,4,181,106,75,11,7,14,35,40,119,5,0.676136364
m_2019_A_65,atp_105932,1820,20,TRUE,3,3,6,3,6,6,1.33,3.4,137,83,54,9,4,10,26,28,85,12,0.620437956
m_2019_A_66,atp_126774,2095,15,TRUE,3,6,2,6,7,,1.005,29,129,74,55,14,2,4,32,23,64,2,0.646464646
m_2019_A_67,atp_104312,1170,35,TRUE,3,6,6,6,,,1.8,2,99,53,46,14,1,3,23,23,53,3,0.688311688
m_2019_A_68,atp_104607,865,57,TRUE,3,6,6,6,,,1.28,3.75,83,52,31,7,0,0,13,18,43,1,0.693548387
m_2019_A_69,atp_105227,4160,7,TRUE,3,7,6,6,6,,1.16,5,152,89,63,25,4,7,40,23,82,6,0.607407407
m_2019_A_70,atp_126207,1080,39,TRUE,3,4,6,6,7,,1.28,3.75,130,83,47,10,4,6,23,24,80,2,0.701754386
m_2019_A_71,atp_104269,1410,28,TRUE,3,6,7,6,,,1.11,6.5,105,68,37,4,7,9,22,15,62,3,0.613861386
m_2019_A_72,atp_103819,6420,3,TRUE,3,7,7,6,,,1.66,2.2,119,76,43,11,2,3,19,24,62,1,0.626262626
m_2019_A_73,atp_126203,964,50,TRUE,3,6,6,7,7,,1.12,6,175,119,56,15,12,13,32,24,121,2,0.683615819
m_2019_A_74,atp_111575,2835,11,TRUE,3,6,6,6,,,1.1,7,107,59,48,16,5,7,33,15,64,4,0.64
m_2019_A_75,atp_105341,573,102,TRUE,3,6,6,6,3,7,5,1.16,172,122,50,2,4,5,16,34,133,4,0.801204819
m_2019_A_76,atp_105138,1605,24,TRUE,3,6,6,3,6,6,1.2,4.5,167,98,69,10,6,9,39,30,105,2,0.709459459
m_2019_A_77,atp_105777,1790,21,TRUE,3,6,6,6,7,,1.02,17,157,101,56,8,3,3,27,29,97,2,0.729323308
m_2019_A_78,atp_200282,1353,29,TRUE,3,6,6,6,4,6,2.37,1.57,170,107,63,5,9,13,33,30,107,7,0.622093023
m_2019_A_79,atp_104745,7480,2,TRUE,3,6,6,6,,,1.22,4.33,93,59,34,6,4,4,17,17,53,4,0.654320988
m_2019_A_80,atp_105453,3750,9,TRUE,3,6,7,5,5,7,3.4,1.33,166,122,44,9,3,5,28,16,121,2,0.765822785
m_2019_A_81,atp_105683,1900,17,TRUE,3,6,7,7,7,,1.33,3.4,163,115,48,39,1,3,18,30,104,6,0.675324675
m_2019_A_82,atp_105311,1017,44,TRUE,3,7,4,7,5,6,1.12,6,189,125,64,28,14,16,30,34,130,1,0.718232044
m_2019_A_83,atp_105807,1705,23,TRUE,3,6,6,7,,,1.04,13,102,57,45,5,3,5,15,30,47,3,0.573170732
m_2019_A_84,atp_106432,2435,12,TRUE,3,6,6,6,,,1.06,10,98,66,32,13,4,5,17,15,52,5,0.553191489
m_2019_A_85,atp_104926,2315,13,TRUE,3,7,6,7,,,1.16,5,113,77,36,5,1,2,14,22,71,3,0.696078431
m_2019_A_87,atp_105936,620,93,TRUE,3,6,7,7,,,1.3,3.5,142,80,62,15,7,10,32,30,78,2,0.639344262
m_2019_A_88,atp_105676,1785,22,TRUE,3,5,7,6,6,,3,1.4,126,81,45,12,1,3,21,24,82,2,0.732142857
m_2019_A_89,atp_106109,343,155,TRUE,3,2,6,4,7,6,1.61,2.3,174,96,78,11,6,12,38,40,85,3,0.559210526
m_2019_A_90,atp_106298,1245,31,TRUE,3,7,7,5,6,,1.28,3.75,148,106,42,15,5,6,22,20,93,5,0.659574468
m_2019_A_91,atp_133430,1440,27,TRUE,3,6,7,6,,,1.57,2.37,99,73,26,16,7,7,8,18,67,4,0.676767677
m_2019_A_92,atp_200615,360,149,TRUE,2,7,6,2,,,2.3,1.61,95,62,33,13,5,5,22,11,53,3,0.609195402
m_2019_A_93,atp_106421,1865,19,TRUE,3,6,6,6,,,1.4,3,88,53,35,10,0,0,13,22,40,1,0.615384615
m_2019_A_94,atp_100644,6385,4,TRUE,3,7,6,5,6,6,1.2,4.5,177,119,58,29,10,13,32,26,116,13,0.694610778
m_2019_A_96,atp_126774,2095,15,TRUE,3,6,3,7,6,,5.5,1.14,136,91,45,18,2,4,23,22,83,1,0.633587786
m_2019_A_97,atp_104607,865,57,TRUE,3,5,6,7,6,,1.72,2.1,139,98,41,19,7,8,17,24,83,1,0.58041958
m_2019_A_98,atp_103819,6420,3,TRUE,3,6,7,6,,,1.14,5.5,87,57,30,10,0,0,17,13,43,3,0.614285714
m_2019_A_99,atp_126207,1080,39,TRUE,3,6,6,4,6,6,5.5,1.14,148,99,49,16,4,6,25,24,85,5,0.615942029
m_2019_A_100,atp_105777,1790,21,TRUE,3,7,6,6,,,1.16,5,101,64,37,13,2,4,20,17,53,3,0.630952381
m_2019_A_101,atp_105138,1605,24,TRUE,3,6,7,6,,,1.11,6.5,105,61,44,5,0,2,18,26,56,2,0.651162791
m_2019_A_102,atp_104745,7480,2,TRUE,3,6,6,6,,,1.06,10,105,61,44,6,4,4,20,24,65,6,0.747126437
m_2019_A_103,atp_105227,4160,7,TRUE,3,4,3,6,7,6,1.36,3.2,166,106,60,8,6,9,36,24,89,5,0.581699346
m_2019_A_104,atp_106421,1865,19,TRUE,3,6,7,6,,,1.25,4,103,58,45,7,1,4,24,21,56,2,0.658823529
m_2019_A_105,atp_105453,3750,9,TRUE,3,7,6,6,,,1.06,10,97,60,37,3,1,2,13,24,52,3,0.65
m_2019_A_106,atp_105807,1705,23,TRUE,3,6,6,2,6,,2,1.8,119,64,55,10,8,14,22,33,75,3,0.700934579
m_2019_A_108,atp_104925,9135,1,TRUE,3,6,6,4,6,,1.07,9,113,63,50,5,2,5,18,32,55,4,0.611111111
m_2019_A_109,atp_106432,2435,12,TRUE,3,2,6,6,6,,2.62,1.5,116,73,43,14,6,9,21,22,75,7,0.641025641
m_2019_A_110,atp_100644,6385,4,TRUE,3,6,6,6,,,1.1,7,99,58,41,14,5,6,21,20,55,4,0.647058824
m_2019_A_111,atp_106298,1245,31,TRUE,3,7,6,6,4,6,1.28,3.75,182,122,60,16,5,7,27,33,103,8,0.602339181
m_2019_A_112,atp_126207,1080,39,TRUE,3,7,7,6,7,,1.61,2.3,166,115,51,10,15,18,25,26,123,4,0.647368421
m_2019_A_113,atp_104745,7480,2,TRUE,3,6,6,7,,,1.14,5.5,95,61,34,5,2,2,11,23,56,1,0.691358025
m_2019_A_114,atp_105138,1605,24,TRUE,3,6,6,6,4,6,2.1,1.72,169,107,62,10,3,5,25,37,106,3,0.688311688
m_2019_A_115,atp_126774,2095,15,TRUE,3,6,7,7,7,,1.16,5,178,136,42,20,12,12,22,20,112,1,0.595744681
m_2019_A_116,atp_105683,1900,17,TRUE,3,6,6,7,,,1.05,11,96,56,40,15,0,1,18,22,54,1,0.692307692
m_2019_A_117,atp_106298,1245,31,TRUE,3,6,6,7,7,,1.12,6,152,99,53,19,4,6,30,23,88,2,0.651851852
m_2019_A_118,atp_105453,3750,9,TRUE,3,6,4,7,6,7,1.04,13,217,127,90,15,8,14,58,32,127,2,0.61352657
m_2019_A_119,atp_104925,9135,1,TRUE,3,6,6,6,6,,1.44,2.75,142,82,60,6,7,9,28,32,84,5,0.666666667
m_2019_A_120,atp_126774,2095,15,TRUE,3,7,4,6,7,,3,1.4,131,89,42,22,1,4,24,18,74,3,0.573643411
m_2019_A_121,atp_104745,7480,2,TRUE,3,6,6,6,,,1.14,5.5,88,60,28,11,2,2,16,12,57,0,0.74025974
m_2019_A_122,atp_106298,1245,31,TRUE,3,7,6,6,6,,2.1,1.72,143,91,52,14,0,1,25,27,80,4,0.655737705
m_2019_A_123,atp_104925,9135,1,TRUE,1,6,4,,,,5.5,1.14,51,25,26,2,0,0,17,9,20,1,0.689655172
m_2019_A_124,atp_104745,7480,2,TRUE,3,6,6,6,,,2.2,1.66,79,49,30,5,1,1,16,14,40,0,0.655737705
m_2019_A_125,atp_104925,9135,1,TRUE,3,6,6,6,,,4,1.25,83,45,38,6,0,0,13,25,38,0,0.716981132
m_2019_A_126,atp_104925,9135,1,TRUE,3,6,6,6,,,1.2,4.5,89,56,33,8,1,1,23,10,50,0,0.724637681
m_2018_A_0,atp_105238,1296,37,TRUE,3,7,6,6,,,1.04,13,110,55,55,11,4,8,23,32,46,4,0.522727273
m_2018_A_1,atp_105992,1115,45,TRUE,3,6,5,3,7,6,1.3,3.5,162,95,67,15,6,13,38,29,99,6,0.61875
m_2018_A_2,atp_106378,992,49,TRUE,3,6,6,3,6,6,3,1.4,155,115,40,11,9,11,16,24,108,5,0.635294118
m_2018_A_3,atp_105807,2615,11,TRUE,3,7,4,7,6,,1.28,3.75,147,75,72,10,4,9,32,40,81,4,0.663934426
m_2018_A_4,atp_104655,1345,34,TRUE,3,7,6,7,,,1.72,2.1,117,74,43,12,1,4,24,19,68,2,0.62962963
m_2018_A_5,atp_104797,848,60,TRUE,3,6,6,5,7,,1.66,2.2,139,86,53,7,2,4,24,29,86,2,0.677165354
m_2018_A_6,atp_104180,1490,28,TRUE,3,7,6,6,,,1.25,4,111,66,45,15,3,3,25,20,59,2,0.670454545
m_2018_A_7,atp_104312,686,76,TRUE,3,3,6,6,6,,1.33,3.4,121,72,49,2,6,11,27,22,68,2,0.561983471
m_2018_A_8,atp_126094,1373,32,TRUE,3,7,6,6,6,6,1.9,1.9,183,102,81,13,9,17,46,35,96,15,0.536312849
m_2018_A_9,atp_105051,684,78,TRUE,3,6,3,6,6,,3.5,1.3,112,75,37,13,2,3,20,17,68,4,0.701030928
m_2018_A_10,atp_106415,318,168,TRUE,3,6,2,6,1,6,3.5,1.3,125,67,58,3,11,17,26,32,79,2,0.681034483
m_2018_A_11,atp_104678,800,65,TRUE,3,6,4,6,6,6,1.25,4,153,101,52,22,7,10,22,30,107,5,0.708609272
m_2018_A_12,atp_133430,986,50,TRUE,3,6,6,7,,,1.72,2.1,100,62,38,9,1,2,16,22,46,6,0.567901235
m_2018_A_13,atp_105777,4990,3,TRUE,3,6,6,6,,,1.01,21,95,51,44,7,2,2,23,21,38,5,0.550724638
m_2018_A_14,atp_106043,1675,26,TRUE,3,2,6,5,6,11,1.25,4,189,108,81,14,14,25,48,33,109,7,0.576719577
m_2018_A_15,atp_105227,3805,6,TRUE,3,6,6,4,7,,1.12,6,145,81,64,20,3,5,21,43,71,3,0.601694915
m_2018_A_16,atp_106000,1391,30,TRUE,3,3,2,7,6,6,1.66,2.2,155,85,70,3,4,9,24,46,74,5,0.582677165
m_2018_A_17,atp_103333,615,89,TRUE,3,7,6,7,,,1.9,1.9,119,85,34,21,7,8,19,15,74,9,0.627118644
m_2018_A_18,atp_111456,277,186,TRUE,3,6,6,4,6,,1.9,1.9,132,76,56,3,5,7,22,34,73,7,0.634782609
m_2018_A_19,atp_104468,860,57,TRUE,3,7,6,6,,,1.4,3,101,68,33,2,3,5,16,17,72,6,0.679245283
m_2018_A_20,atp_105216,1200,41,TRUE,3,6,7,5,6,,3,1.4,131,83,48,14,7,12,22,26,71,4,0.58677686
m_2018_A_21,atp_105932,836,61,TRUE,3,6,6,2,6,,1.5,2.62,120,67,53,4,5,9,25,28,61,2,0.598039216
m_2018_A_22,atp_104571,474,123,TRUE,3,7,6,6,,,1.72,2.1,103,56,47,12,3,6,34,13,51,1,0.593023256
m_2018_A_23,atp_105357,476,122,TRUE,3,7,6,6,,,2.1,1.72,106,68,38,10,5,7,21,17,69,2,0.638888889
m_2018_A_24,atp_104919,929,52,TRUE,3,6,7,6,,,1.44,2.75,113,60,53,12,0,0,24,29,46,1,0.696969697
m_2018_A_25,atp_134770,422,138,TRUE,3,6,3,6,7,11,1.8,2,210,145,65,9,14,16,21,44,153,4,0.68
m_2018_A_26,atp_105074,488,117,TRUE,3,6,6,6,7,,5,1.16,158,111,47,11,12,14,24,23,108,2,0.65060241
m_2018_A_27,atp_106401,2260,17,TRUE,3,6,6,6,,,1.02,19,89,57,32,16,2,2,19,13,58,1,0.734177215
m_2018_A_28,atp_104745,10600,1,TRUE,3,6,6,6,,,1.005,29,86,49,37,2,5,6,21,16,48,1,0.727272727
m_2018_A_29,atp_104291,560,100,TRUE,3,6,3,6,7,6,1.66,2.2,178,98,80,9,9,17,33,47,85,6,0.524691358
m_2018_A_30,atp_105311,720,70,TRUE,3,6,6,4,6,6,1.36,3.25,172,93,79,7,4,6,44,35,79,2,0.675213675
m_2018_A_31,atp_104542,2320,15,TRUE,3,6,6,6,,,1.08,8,108,59,49,5,5,5,26,23,51,4,0.593023256
m_2018_A_32,atp_105041,621,86,TRUE,3,6,7,6,7,,5.5,1.14,155,105,50,19,4,5,14,36,91,7,0.602649007
m_2018_A_33,atp_106210,815,64,TRUE,3,6,6,6,,,1.25,4,95,63,32,15,5,5,22,10,62,2,0.720930233
m_2018_A_34,atp_105916,674,80,TRUE,3,6,6,4,7,,1.44,2.75,146,74,72,6,11,16,46,26,63,6,0.516393443
m_2018_A_35,atp_104269,1225,40,TRUE,3,6,7,7,,,2.75,1.44,106,56,50,10,2,4,34,16,54,5,0.701298701
m_2018_A_36,atp_103898,855,59,TRUE,3,6,7,6,6,,1.53,2.5,157,85,72,8,5,9,45,27,90,5,0.681818182
m_2018_A_37,atp_105173,1625,27,TRUE,3,6,6,6,,,1.3,3.5,86,61,25,1,1,1,11,14,47,2,0.602564103
m_2018_A_38,atp_106044,590,93,TRUE,3,6,6,4,3,6,5.5,1.14,161,96,65,6,14,19,34,31,104,4,0.658227848
m_2018_A_39,atp_109739,587,94,TRUE,3,6,6,6,,,1.53,2.5,94,48,46,8,1,2,27,19,36,0,0.545454545
m_2018_A_40,atp_132283,243,219,TRUE,3,6,7,6,7,,3.75,1.28,149,101,48,13,3,5,25,23,89,4,0.605442177
m_2018_A_41,atp_105023,2535,13,TRUE,3,6,6,6,,,1.72,2.1,97,60,37,28,0,0,25,12,46,4,0.58974359
m_2018_A_42,atp_100644,4610,4,TRUE,3,6,7,7,,,1.01,23,121,74,47,17,12,14,16,31,76,5,0.660869565
m_2018_A_43,atp_105676,3775,7,TRUE,3,6,6,6,6,,1.03,15,126,81,45,13,4,7,19,26,75,7,0.619834711
m_2018_A_44,atp_105376,827,62,TRUE,3,6,6,6,,,1.53,2.5,104,59,45,6,7,8,24,21,61,2,0.67032967
m_2018_A_45,atp_104527,3060,8,TRUE,3,6,6,2,7,,1.5,2.62,123,84,39,15,5,9,22,17,67,5,0.5
m_2018_A_46,atp_105077,1845,22,TRUE,3,6,6,6,,,2.1,1.72,85,58,27,3,5,6,6,21,46,2,0.547619048
m_2018_A_47,atp_105539,710,72,TRUE,3,6,6,6,,,1.57,2.37,108,58,50,10,4,6,21,29,63,2,0.724137931
m_2018_A_48,atp_106045,272,190,TRUE,3,6,6,7,6,,3.75,1.28,145,91,54,9,2,4,19,35,74,5,0.569230769
m_2018_A_49,atp_104925,2335,14,TRUE,3,6,6,6,,,1.07,8,101,50,51,4,1,2,31,20,38,1,0.575757576
m_2018_A_50,atp_105815,583,97,TRUE,3,6,7,6,,,2.1,1.72,98,67,31,12,2,2,12,19,69,1,0.775280899
m_2018_A_51,atp_105065,441,131,TRUE,3,6,6,6,6,,1.28,3.75,159,96,63,16,10,12,22,41,85,5,0.594405594
m_2018_A_52,atp_104926,1715,25,TRUE,3,6,6,7,,,1.22,4.33,110,61,49,16,4,7,33,16,60,3,0.666666667
m_2018_A_53,atp_105526,870,55,TRUE,3,6,6,6,,,1.2,4.5,86,52,34,19,2,3,12,22,39,3,0.557142857
m_2018_A_54,atp_106421,884,53,TRUE,3,6,6,7,6,,2.2,1.66,152,100,52,11,8,9,26,26,98,7,0.690140845
m_2018_A_55,atp_104792,1265,39,TRUE,3,6,7,6,,,1.08,8,100,59,41,13,2,6,21,20,50,13,0.531914894
m_2018_A_56,atp_104755,1375,31,TRUE,3,6,6,7,,,1.03,15,100,57,43,10,2,5,16,27,55,1,0.647058824
m_2018_A_57,atp_111575,1030,47,TRUE,3,7,7,6,,,1.2,4.5,125,79,46,21,9,11,21,25,75,2,0.669642857
m_2018_A_58,atp_104198,720,71,TRUE,3,6,6,6,6,,2.75,1.44,143,77,66,4,2,2,27,39,69,2,0.627272727
m_2018_A_59,atp_111202,857,58,TRUE,1,6,4,,,,1.3,3.5,50,26,24,3,3,3,18,6,21,2,0.6
m_2018_A_60,atp_104607,2050,20,TRUE,3,6,3,6,6,,1.44,2.75,111,61,50,5,1,3,32,18,56,4,0.643678161
m_2018_A_61,atp_103819,9605,2,TRUE,3,6,6,6,,,1.01,21,96,59,37,12,2,2,15,22,58,3,0.716049383
m_2018_A_62,atp_106233,4060,5,TRUE,3,6,6,6,,,1.25,4,106,75,31,15,6,6,16,15,69,5,0.621621622
m_2018_A_63,atp_105223,2725,10,TRUE,3,6,6,6,,,1.1,7,99,61,38,14,4,4,14,24,61,1,0.709302326
m_2018_A_64,atp_105932,836,61,TRUE,3,7,6,6,,,1.72,2.1,100,64,36,6,1,1,15,21,46,7,0.516853933
m_2018_A_65,atp_104180,1490,28,TRUE,3,7,6,6,3,6,1.12,6,174,117,57,32,12,14,23,34,109,8,0.622857143
m_2018_A_66,atp_104312,686,76,TRUE,3,6,6,6,,,1.57,2.37,98,62,36,9,5,5,21,15,48,3,0.527472527
m_2018_A_67,atp_105807,2615,11,TRUE,1,6,3,,,,2.2,1.66,45,24,21,5,4,4,8,13,20,0,0.606060606
m_2018_A_68,atp_104542,2320,15,TRUE,3,3,6,1,7,7,1.61,2.3,153,102,51,9,7,11,23,28,78,8,0.493670886
m_2018_A_69,atp_106378,992,49,TRUE,3,6,6,6,,,1.4,3,87,53,34,9,0,0,15,19,43,1,0.671875
m_2018_A_70,atp_103333,615,89,TRUE,3,7,6,7,4,12,2.5,1.53,215,154,61,53,11,12,23,38,137,10,0.661835749
m_2018_A_71,atp_105227,3805,6,TRUE,3,6,7,6,,,1.08,8,95,56,39,20,0,0,16,23,41,0,0.672131148
m_2018_A_72,atp_106000,1391,30,TRUE,3,7,3,6,6,,2.37,1.57,124,73,51,7,4,8,30,21,65,5,0.555555556
m_2018_A_73,atp_105992,1115,45,TRUE,3,6,7,6,,,1.61,2.25,106,69,37,14,0,0,13,24,58,3,0.623655914
m_2018_A_74,atp_104745,10600,1,TRUE,3,6,6,7,,,1.02,17,113,70,43,4,4,5,22,21,69,1,0.734042553
m_2018_A_75,atp_106043,1675,26,TRUE,3,6,6,6,,,1.25,4,99,54,45,6,1,2,24,21,38,4,0.475
m_2018_A_76,atp_126094,1373,32,TRUE,3,6,6,6,6,,1.44,2.75,143,75,68,5,3,8,24,44,60,14,0.491803279
m_2018_A_77,atp_106401,2260,17,TRUE,3,7,6,7,,,1.06,10,116,72,44,17,1,2,20,24,69,3,0.711340206
m_2018_A_78,atp_105777,4990,3,TRUE,3,4,6,6,0,8,1.02,19,148,91,57,8,6,11,22,35,101,9,0.68707483
m_2018_A_79,atp_105238,1296,37,TRUE,3,7,6,6,,,1.53,2.5,115,71,44,19,6,8,28,16,61,8,0.570093458
m_2018_A_80,atp_105916,674,80,TRUE,3,6,7,4,6,,3.4,1.33,142,90,52,14,10,12,21,31,73,7,0.561538462
m_2018_A_81,atp_105077,1845,22,TRUE,3,6,6,7,,,1.44,2.75,104,66,38,6,3,3,20,18,49,4,0.590361446
m_2018_A_82,atp_106233,4060,5,TRUE,3,6,3,6,6,6,1.06,10,177,96,81,21,4,8,38,43,86,8,0.577181208
